"","x","y","Presence","temp_mean_annual","temp_range","prec_annual","tree_cover","pop_dens","aspect","slope","water_bodies"
"11609",-860500,812500,0,8.18501,24.86491,56.92622,0,15.47346,359.2655,1.117218,0.76
"11610",-346500,4419500,0,25.55,6.03542,2203.849,7,0.8438257,287.354,0.2401117,4.7984
"11611",697500,1415500,0,24.07666,15.95286,1518.759,2,0.2670882,286.5788,0.9788183,0
"11612",-329500,4593500,0,26.85,11.40279,1272.217,0,15.4791,81.8699,0.05064278,0.5424
"11613",-947500,3697500,0,25.15,8.118728,3771.163,100,0,31.75948,0.1768871,0.48
"11614",-1162500,1749500,0,10.86389,12.41845,167.4551,0,3.891927,325.4562,2.398404,0
"11615",-803500,556500,0,-5.849902,25.99803,222.2087,0,12.21935,347.8378,1.699229,0
"11616",-757500,4045500,0,25.43286,8.954688,3841.216,63,0.3935271,149.5345,0.2825101,1.592
"11617",282500,2706500,0,26.01113,11.47802,2392.869,100,0.01780251,42.7974,0.2635354,0.8208
"11618",184500,1310500,0,25.25,15.7,1120.602,18,0.2294633,45,0.04051423,0.1664
"11619",-2073500,2908500,0,20.47556,11.29046,1179.733,1,61.20301,32.66973,6.001594,0
"11620",260500,3374500,0,26.85,6.8,2129.108,27,0.660773,45,0.03038567,2.2416
"11621",-1574500,2065500,0,3.466773,13.89361,1122.035,0,3.424947,333.7021,2.746041,0.04
"11622",224500,3703500,0,25.65,9.9,2502.539,100,0.01883423,191.3099,0.07303803,0.576
"11623",490500,1961500,0,25.0856,13.82058,1616.858,57,0.3122998,128.1183,1.18327,0
"11624",1261500,2674500,0,26.54543,12.21086,1795.518,20,0.5786425,20.29757,0.5574213,0.24
"11625",393500,1317500,0,24.68828,15.28072,1308.789,0,0.4965058,300.7932,0.8253428,0
"11626",1163500,2183500,0,26.23313,14.59335,1547.194,47,0.3905481,212.2757,0.9655805,0.7424
"11627",-224500,3309500,0,25.75,8.5,2552.02,100,0.1763714,239.0362,0.2088047,0.1616
"11628",2354500,2917500,0,27.96795,12.5,810.1876,2,11.72621,327.2005,0.3834107,1.448
"11629",157500,2320500,0,24.93762,12.62154,1961.723,95,0,289.5108,0.9648899,1.6864
"11630",-317500,2537500,0,25.56174,12.6,2035.498,31,3.069501,289.0935,0.3940975,0.792
"11631",257500,1001500,0,23.73955,17.37651,1452.664,9,77.83736,205.821,0.4932809,0.0224
"11632",307500,3853500,0,25.24026,10,2615.894,100,0.01513354,274.3987,0.09338062,0
"11633",-997500,2021500,0,7.897559,12.8139,2333.05,4,8.103128,128.2135,16.34143,0.032
"11634",549500,274500,0,18.84368,19.42519,1939.829,26,4.260223,341.1685,1.308866,0.136
"11635",2134500,3001500,0,26.91555,13.28398,714.5289,16,21.89061,97.52382,0.3828753,0.024
"11636",923500,1895500,0,26.55,14.7,1571.537,1,0.4380943,355.6013,0.09338062,0.6976
"11637",-1396500,1781500,0,18.44717,11.61913,47.10502,0,1.519407,313.9724,2.257862,0.704
"11638",-1069500,1955500,0,6.795044,17.86652,1359.276,0,38.96994,52.76517,0.8994881,0.2208
"11639",1395500,1607500,0,23.71502,14.86815,1414.136,7,0.4840329,327.1714,0.5284202,0.007999999
"11640",-712500,4626500,0,27.14499,11.9,933.7372,23,15.70229,94.76364,0.3449621,0.136
"11641",445500,1753500,0,26.25,14.66156,1440.902,29,0.05303906,234.4623,0.06160959,0
"11642",-763500,3459500,0,25.6564,8.19356,3199.267,100,0,163.6105,0.1269103,0.096
"11643",-323500,4593500,0,26.85,11.4,1248.324,1,15.4791,14.03624,0.2362352,0
"11644",-1120500,4487500,0,27.35,11.9,2028.874,15,7.675875,348.6901,0.07303803,0.08
"11645",-1148500,4346500,0,26.94856,11.4,2112.221,0,2.94238,60.9454,0.07373698,0.08
"11646",-1469500,2959500,0,25.3374,8.6,3065.514,100,0.2830401,316.9749,0.2939002,0
"11647",325500,949500,0,22.91352,17.7,1723.792,84,11.43615,152.1027,0.137763,0.3024
"11648",685500,544500,0,19.02026,18.27024,2044.768,47,13.5217,284.804,2.073299,0.904
"11649",1115500,3097500,0,26.00727,10.7,2512.514,98,0.2061391,198.435,0.3397182,0
"11650",2236500,2433500,0,25.00298,14,505.6942,1,1.762791,131.7755,0.72023,0
"11651",-2105500,2942500,0,16.22378,10.23809,1366.803,92,28.98194,232.3412,13.08449,0
"11652",454500,2990500,0,25.70442,11.1448,2382.1,100,0.01411484,76.18497,0.4498858,0.7248
"11654",1920500,2265500,0,23.15012,14.07635,644.8734,2,14.21214,262.1467,0.4193197,0
"11655",930500,3511500,0,27.05,10.17933,2356.906,98,0.9452896,300.9637,0.08352217,0.0432
"11656",-1623500,2823500,0,25.95,8.403784,1875.533,100,1.719477,55.88553,0.2681659,1.208
"11657",1772500,2781500,0,27.35142,11.95731,1022.956,22,0.5663074,112.7144,0.6676869,0.9776
"11658",-297500,2559500,0,25.66851,12.2,2136.617,75,1.51558,205.56,0.1825946,0
"11659",-787500,1515500,0,9.447095,24.3707,676.0864,0,2.262433,147.5288,0.09338062,0.92
"11660",-1181500,2537500,0,24.65,10.57774,1875.339,100,0,68.7495,0.2766392,0
"11661",894500,1520500,0,23.75898,15.31328,1660.63,18,1.837157,10.1657,4.212588,0.3024
"11662",966500,752500,0,16.99119,16.19792,1870.228,18,1.187452,221.2111,1.532397,0.04
"11663",-809500,3803500,0,25.45,7.5,3378.995,100,0.8086106,21.03751,0.09975463,0.5744
"11664",333500,1392500,0,24.95,15.67936,1284.958,81,0.2695642,347.0054,0.09555254,1.008
"11665",883500,2813500,0,25.55891,11.9828,1963.135,99,0,210.0686,0.4717019,0.2272
"11666",-1444500,4039500,0,25.85747,10.99835,3089.708,0,5.94002,349.0772,0.4157574,0.1728
"11667",414500,2645500,0,25.56648,13.62679,2378.775,100,0.01271176,323.1301,0.7161599,1.16
"11669",-2173500,3536500,0,22.45911,6.4,3849.77,50,25.83094,191.3099,1.131943,0.64
"11670",412500,985500,0,22.68325,17.02766,1840.795,59,7.045248,229.2892,2.436212,0
"11672",811500,2884500,0,24.59912,11.3574,2445.486,98,1.052464,265.2364,0.5174354,0
"11673",-1798500,2504500,0,5.500781,12.09401,1257.8,0,35.20124,212.4378,7.500915,0.92
"11674",1940500,2225500,0,22.67805,13.2,613.6737,0,10.47754,349.992,0.1236346,0
"11675",-116500,1481500,0,24.95403,16.1029,938.2723,49,0.5501841,155.556,0.3461496,0.2416
"11676",1124500,1701500,0,23.41279,14.855,1694.381,9,5.248041,98.1301,1.01275,0.0384
"11677",2286500,2913500,0,27.64148,12.60477,777.7269,1,6.099324,177.5105,0.3297583,0.224
"11678",-721500,487500,0,14.85813,25.99417,127.5413,0,0.9758034,89.6339,4.474369,1.56
"11679",1829500,2191500,0,24.19346,15.60167,688.3226,58,1.398718,282.4213,5.773945,0.048
"11680",-1992500,3874500,0,24.13525,5.284523,6553.5,99,6.6381,268.516,8.239083,0.9552
"11681",-1017500,2780500,0,25.28401,9.626822,2124.279,100,0.006114249,222.2073,0.4157574,0.7984
"11682",-641500,3556500,0,25.55,8.168016,2761,100,0.269261,231.3402,0.09171792,0.576
"11683",2216500,2701500,0,23.00801,13.47802,1001.213,1,5.207719,192.3808,0.3006295,0
"11684",845500,3408500,0,26.72449,9.549327,2311.985,99,2.22219,60.52411,0.1892164,0.1552
"11685",1093500,3395500,0,26.99973,9.687311,2669.167,98,6.878174,294.444,0.08653837,0
"11686",-1230500,2548500,0,24.77996,10.63195,1886.038,100,0.2417819,73.81079,0.4623673,1.2608
"11687",2061500,2904500,0,27.49465,13.1,869.5027,2,0.6188383,206.565,0.5444819,0
"11688",-1254500,2580500,0,24.57708,10.25091,1933.758,100,0.6133621,289.6871,0.8290622,0
"11689",1094500,2648500,0,26.55,12.23547,2015.906,91,0.8169237,9.462322,0.08712909,0.8992
"11690",1308500,3011500,0,27.05,10.95811,1720.931,21,4.303338,273.8141,0.1076679,0
"11691",-1728500,4271500,0,26.8541,10.89326,2594.414,77,28.08347,90.50703,1.618239,1.664
"11692",2040500,1837500,0,23.27944,12.89016,983.7879,56,1.363722,115.9994,2.269801,0.12
"11693",-850500,4293500,0,26.55579,12.13144,2461.28,12,1.581684,22.61987,0.1862106,1.264
"11694",321500,1673500,0,25.88999,14.8,1258.92,10,0.06743691,45,0.01012856,0.288
"11695",-1202500,3198500,0,25.55,7.588233,3280.436,100,5.174099,246.8014,0.05454394,1.1824
"11696",31500,2375500,0,24.51748,13.4268,1735.871,100,0.01633543,257.7352,0.8428032,0.92
"11697",1448500,1805500,0,24.83372,15.71181,1187.713,22,0.6665161,235.3048,0.1132406,0
"11698",2136500,2183500,0,24.84873,13.29702,660.1022,1,15.1921,247.0679,0.4043753,0
"11699",-340500,901500,0,23.25,21.26168,781.483,21,2.955676,26.56505,0.0640586,0.3168
"11700",825500,897500,0,20.75723,16.58796,1621.215,32,1.481888,147.8356,1.640878,1.448
"11701",323500,1163500,0,24.00469,16.26554,1422.771,7,0.2889052,267.3301,1.383494,0.7056
"11702",-1797500,3458500,0,24.87961,8.387614,2716.916,100,0.1296289,166.6075,0.1546054,1.5792
"11703",733500,2643500,0,24.92505,12.9,2199.469,99,0,286.3895,0.1269103,0
"11704",331500,1868500,0,25.92983,13.79406,1501.42,24,2.357551,6.814353,1.146702,0
"11705",697500,352500,0,16.99778,18.00391,2172.876,5,938.8499,346.4296,0.2136612,0
