"","X","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"448",448,NA,"PRESENT",-1817716.86131998,4050764.14598663
"449",449,NA,"PRESENT",-1822286.08188253,4073535.72440779
"450",450,NA,"PRESENT",-909164.205385772,1861645.9062835
"451",451,NA,"PRESENT",-2101784.50296545,3451313.07536311
"452",452,NA,"PRESENT",-481330.810710984,973992.057804576
"453",453,NA,"PRESENT",-660345.346471045,298534.510887411
"454",454,NA,"PRESENT",-644328.874372076,288374.778472903
"455",455,NA,"PRESENT",-2097560.66762246,3468575.32795305
"456",456,NA,"PRESENT",-623514.908756553,367350.178962209
"457",457,NA,"PRESENT",-528390.831140963,910056.262604563
"458",458,31441,"PRESENT",-1920339.73423739,3780908.72326186
"459",459,29656,"PRESENT",-466581.547464374,451894.26896112
"460",460,30632,"PRESENT",-507520.219702541,1540988.51362716
"461",461,31451,"PRESENT",-2092548.41896068,3499945.43407612
"462",462,77962,"PRESENT",-1250726.35321909,1835787.43046664
"463",463,31451,"PRESENT",-2081001.95839309,3466251.33236199
"464",464,30795,"PRESENT",-1097541.69388286,1738606.97934278
"465",465,30941,"PRESENT",-952910.180148554,1982764.83976842
"466",466,31451,"PRESENT",-2072401.40512445,3482919.59613411
"467",467,31451,"PRESENT",-2100188.09325734,3462551.85031473
"468",468,30683,"PRESENT",-569178.773829462,1609802.68470779
"469",469,NA,"PRESENT",-2102707.5408506,3466242.47524873
"470",470,NA,"PRESENT",-559958.128203329,783651.227302543
"471",471,NA,"PRESENT",-523274.567709676,851401.719392607
"472",472,NA,"PRESENT",-566780.707000123,612568.517649638
"473",473,NA,"PRESENT",-522948.63468636,917087.799145001
"474",474,NA,"PRESENT",-525276.275726722,442117.594877626
"475",475,NA,"PRESENT",-1258867.07626078,2058662.56025526
"476",476,NA,"PRESENT",-480160.353656261,981042.38243432
"477",477,NA,"PRESENT",-2076602.35356072,3494514.68732565
"478",478,NA,"PRESENT",-2084827.61064931,3478133.01863103
"479",479,NA,"PRESENT",-2085913.87079229,3478710.34493664
"480",480,NA,"PRESENT",-2085738.36353672,3477834.15593937
"481",481,NA,"PRESENT",-1907698.87916397,3803451.94535327
"482",482,NA,"PRESENT",-538261.887654331,640742.312041445
"483",483,NA,"PRESENT",-535940.870552421,791821.093633781
"484",484,NA,"PRESENT",-522715.235717074,399700.269406129
"485",485,NA,"PRESENT",-522862.881480748,400204.897158355
"486",486,NA,"PRESENT",-1668759.99565027,2201933.66073982
"487",487,NA,"PRESENT",-468901.643609562,952831.812433163
"488",488,NA,"PRESENT",-477794.324576174,965666.96524425
"489",489,NA,"PRESENT",-1822398.74286291,4049556.48255821
"490",490,NA,"PRESENT",-2066852.79684477,3469491.08547721
"491",491,NA,"PRESENT",-451171.04608184,456486.245872563
"492",492,NA,"PRESENT",-508318.733789026,915176.528871911
"493",493,NA,"PRESENT",-522343.636836816,844411.76946836
"494",494,NA,"PRESENT",-2121546.01547081,3258078.4173415
"495",495,NA,"PRESENT",-1730714.53404713,2275510.67403793
"496",496,NA,"PRESENT",-1738504.08549874,2269080.37925079
"497",497,NA,"PRESENT",-1740743.63672208,2266097.2969995
"498",498,NA,"PRESENT",-493578.397865097,998365.621439928
"499",499,NA,"PRESENT",-935374.451334969,1578774.94078616
"500",500,NA,"PRESENT",-503449.409847832,772689.477931947
"501",501,NA,"PRESENT",-1356010.85356198,2092336.25431522
"502",502,NA,"PRESENT",-1721218.09634446,2276514.83525967
"503",503,NA,"PRESENT",-1545343.63711029,4366237.89785493
"504",504,NA,"PRESENT",-1810423.93488964,4072906.75195286
"505",505,NA,"PRESENT",-521571.572230345,772216.208809455
"506",506,NA,"PRESENT",-522421.823055065,844208.216558355
"507",507,NA,"PRESENT",-425577.940003241,895683.121229455
"508",508,NA,"PRESENT",-747507.575411042,1715857.70293214
"509",509,NA,"PRESENT",-479396.682141186,969484.934313882
"510",510,NA,"PRESENT",-425565.280987086,895823.893817851
"511",511,NA,"PRESENT",-511769.652890059,804523.085643367
"512",512,NA,"PRESENT",-1754308.55902061,2254855.25909497
"513",513,NA,"PRESENT",-2075607.37925683,3472029.21093857
"514",514,NA,"PRESENT",-967068.752513416,1567843.77027539
"515",515,NA,"PRESENT",-1823065.29609005,4082209.99563695
"516",516,NA,"PRESENT",-1720746.56332959,2276186.59212089
"517",517,NA,"PRESENT",-2066865.20780603,3469528.26822076
"518",518,NA,"PRESENT",-646965.931037577,369044.037085747
"519",519,NA,"PRESENT",-807341.772010536,1784560.89987523
"520",520,NA,"PRESENT",-2089203.324183,3478537.49374224
"521",521,100,"PRESENT",-1755558.78649809,2254309.20952077
"522",522,31398,"PRESENT",-1812171.37495865,4066221.44223796
"523",523,31126,"PRESENT",-1759059.02479075,2262632.26511172
"524",524,31451,"PRESENT",-2091579.80506378,3464996.60780836
"525",525,31451,"PRESENT",-2090449.01845816,3465228.82322296
"526",526,29656,"PRESENT",-549922.260706833,440903.49214466
"527",527,NA,"PRESENT",-1507295.57941467,4258234.70927492
"528",528,NA,"PRESENT",-1514102.38997623,4311119.87923564
"529",529,NA,"PRESENT",-1746374.6098175,2295223.80607083
"530",530,NA,"PRESENT",-583099.905458733,1607911.05038855
"531",531,NA,"PRESENT",-524065.901909699,726487.092181316
"532",532,NA,"PRESENT",-542728.175784937,722341.272526386
"533",533,NA,"PRESENT",-2082165.66636799,3408051.67098079
"534",534,NA,"PRESENT",-582442.961707321,1608666.86465555
"535",535,NA,"PRESENT",-1724472.81762237,2329131.69370876
"536",536,NA,"PRESENT",-349159.218672233,1247434.79575071
"537",537,NA,"PRESENT",-2090321.93204497,3584588.84419918
"538",538,NA,"PRESENT",-1816317.65332486,4061592.0051363
"539",539,NA,"PRESENT",-1822917.31734088,4081923.41386294
"540",540,NA,"PRESENT",-1973987.81135846,2588858.36438192
"541",541,NA,"PRESENT",-550366.266466836,442117.639618961
"542",542,NA,"PRESENT",-1740943.10650155,2238538.94666127
"543",543,NA,"PRESENT",-1329679.21293846,1897935.93665151
"544",544,NA,"PRESENT",-643519.63005083,1701288.56534746
"545",545,NA,"PRESENT",-648787.483109546,1708562.18331501
"546",546,NA,"PRESENT",-545110.59466207,787183.916192462
"547",547,NA,"PRESENT",-1348444.30092383,2099239.16587266
"548",548,NA,"PRESENT",-555140.110084986,783852.359648581
"549",549,NA,"PRESENT",-649579.272064636,1706571.4370935
"550",550,NA,"PRESENT",-2065255.41430878,3606321.11692765
"551",551,NA,"PRESENT",-496303.862182835,1128275.00314522
"552",552,NA,"PRESENT",-510124.693134097,1133414.3119757
"553",553,NA,"PRESENT",-589517.359774313,883491.167674877
"554",554,NA,"PRESENT",-519440.567192157,787524.468063436
"555",555,NA,"PRESENT",-644337.467537889,1701834.54541751
"556",556,NA,"PRESENT",-1330940.29159102,2039859.09234165
"557",557,NA,"PRESENT",-486162.469532729,1001886.74733227
"558",558,NA,"PRESENT",-1724416.06622432,2329126.26504833
"559",559,NA,"PRESENT",-583381.463244642,456417.28700261
"560",560,NA,"PRESENT",-366905.527229155,1448653.45376903
"561",561,NA,"PRESENT",-546988.873875924,822052.927871339
"562",562,NA,"PRESENT",-548135.320466449,460421.726775765
"563",563,NA,"PRESENT",-570538.211255506,677146.229050093
"564",564,NA,"PRESENT",-470699.208947706,1164944.32133045
"565",565,NA,"PRESENT",-566204.90926089,864062.076074627
"566",566,NA,"PRESENT",-528968.2216992,853654.617519484
"567",567,NA,"PRESENT",-500271.879378669,829279.833244318
"568",568,NA,"PRESENT",-500915.786401333,827928.299752469
"569",569,NA,"PRESENT",-500257.23935064,829745.954910489
"570",570,NA,"PRESENT",-1373393.95020641,1984801.23289155
"571",571,NA,"PRESENT",-364609.921088461,1612689.38121222
"572",572,NA,"PRESENT",-577712.13427486,1603279.75209912
"573",573,NA,"PRESENT",-475376.524942643,1027602.55313171
"574",574,NA,"PRESENT",-625300.110633972,1717012.60965243
"575",575,NA,"PRESENT",-452232.452510582,795697.264467705
"576",576,NA,"PRESENT",-468712.900858313,1224246.59811942
"577",577,NA,"PRESENT",-534906.668002553,732825.787239769
"578",578,NA,"PRESENT",-1488158.9324723,1935302.64873755
"579",579,NA,"PRESENT",-484357.03383642,1228300.61177698
"580",580,NA,"PRESENT",-1447468.57241179,1994597.40835669
"581",581,NA,"PRESENT",-540800.626339021,1670967.63333712
"582",582,NA,"PRESENT",-513328.872402352,1524509.11811198
"583",583,NA,"PRESENT",-1554963.11597238,2082721.49771457
"584",584,NA,"PRESENT",-569086.660153747,794634.013181206
"585",585,NA,"PRESENT",-513150.87873529,1524270.52835552
"586",586,NA,"PRESENT",-594295.869109169,1607098.32832089
"587",587,NA,"PRESENT",-2099915.96273728,3557090.73609179
"588",588,NA,"PRESENT",-504248.189680387,1189266.27294853
"589",589,NA,"PRESENT",-460490.018660103,853268.068291489
"590",590,NA,"PRESENT",-1605097.08029656,4055430.19268506
"591",591,NA,"PRESENT",-1260702.06286954,2124078.56079646
"592",592,NA,"PRESENT",-887633.879796754,1855799.76216748
"593",593,NA,"PRESENT",-514112.311034812,1533350.72088747
"594",594,NA,"PRESENT",-1183671.35551068,1844092.66662289
"595",595,NA,"PRESENT",-1908059.14468033,3803058.45798282
"596",596,NA,"PRESENT",-2121113.35903586,3510637.61224747
"597",597,NA,"PRESENT",-2094173.81181365,3385602.33311018
"598",598,NA,"PRESENT",-628773.962958639,553810.589846446
"599",599,NA,"PRESENT",-550679.922300097,877202.166709098
"600",600,NA,"PRESENT",-1908027.64295685,3803128.55769756
"601",601,NA,"PRESENT",-1817407.97932453,4053705.41315507
"602",602,NA,"PRESENT",-1818145.05958188,4050733.86898559
"603",603,NA,"PRESENT",-1030154.27134533,368257.22697602
"604",604,NA,"PRESENT",-546475.164512263,603348.348425123
"605",605,NA,"PRESENT",-2099023.98101995,3474668.2341384
"606",606,NA,"PRESENT",-764020.644857755,1745533.72608744
"607",607,NA,"PRESENT",-2090388.2089491,3580625.30359295
"608",608,NA,"PRESENT",-2093889.5606924,3509298.48581186
"609",609,NA,"PRESENT",-528607.911330626,910747.035058748
"610",610,NA,"PRESENT",-473073.43019811,1217055.34419936
"611",611,NA,"PRESENT",-1015249.84075458,293767.660829984
"612",612,NA,"PRESENT",-1011340.88584812,352460.218049994
"613",613,NA,"PRESENT",-424220.674991971,914670.683884516
"614",614,NA,"PRESENT",-2096490.71925325,3525854.11880612
"615",615,NA,"PRESENT",-376174.561939376,1107977.34923281
"616",616,NA,"PRESENT",-1717819.22116166,2273354.99351863
"617",617,NA,"PRESENT",-2115579.39838653,3463453.29007419
"618",618,NA,"PRESENT",-511809.453839901,840055.885429961
"619",619,NA,"PRESENT",-1260639.1326802,2107484.78380594
"620",620,NA,"PRESENT",-504228.017420407,841285.172159293
"621",621,NA,"PRESENT",-1224347.82076249,2088602.54312667
"622",622,NA,"PRESENT",-1314206.25820343,2106672.31513778
"623",623,NA,"PRESENT",-2162566.73227648,3215244.39235156
"624",624,NA,"PRESENT",-1907358.59722208,3803589.48177505
"625",625,NA,"PRESENT",-1701492.67498918,4702647.29405652
"626",626,NA,"PRESENT",-1291260.38896144,2078191.06101874
"627",627,NA,"PRESENT",-2072002.87870617,3611696.91404422
"628",628,NA,"PRESENT",-2154888.46229233,3184434.92582315
"629",629,31451,"PRESENT",-2079501.89675119,3469055.09930989
"630",630,30870,"PRESENT",-1213908.92471995,1851299.39878148
"631",631,31451,"PRESENT",-2051110.83122971,3478334.72359573
"632",632,30981,"PRESENT",-1319100.09851478,2020225.62934674
"633",633,31394,"PRESENT",-1808043.48729048,4080858.70493445
"634",634,NA,"PRESENT",-1516759.97436592,4319895.00902975
"635",635,NA,"PRESENT",-1819977.50588445,4051116.60980383
"636",636,NA,"PRESENT",-515219.309909627,840607.277049984
"637",637,NA,"PRESENT",-528265.809054698,910375.058262134
"638",638,NA,"PRESENT",-1817976.66987353,4050811.57617905
"639",639,NA,"PRESENT",-1753002.57865818,2255341.57793525
"640",640,NA,"PRESENT",-1796391.32680021,4078571.87079046
"641",641,NA,"PRESENT",-1733223.03836002,2243408.57099956
"642",642,NA,"PRESENT",-1309138.98162713,2096362.33058571
"643",643,NA,"PRESENT",-2129303.27085106,3393371.53748426
"644",644,NA,"PRESENT",-1812989.01857597,4066232.64649731
"645",645,NA,"PRESENT",-594937.912778834,1607774.11684913
"646",646,NA,"PRESENT",-2084393.36452322,3473646.08289492
"647",647,NA,"PRESENT",-513784.878553988,892495.268456103
"648",648,NA,"PRESENT",-531953.983029057,652887.226283393
"649",649,NA,"PRESENT",-1164613.59183323,2088453.64509162
"650",650,NA,"PRESENT",-1604972.33535659,4053457.69863267
"651",651,NA,"PRESENT",-565544.483209696,774153.043258295
"652",652,NA,"PRESENT",-563434.700336002,765518.256678622
"653",653,NA,"PRESENT",-566717.348987399,758445.833143933
"654",654,NA,"PRESENT",-561289.944045779,799211.204067708
"655",655,NA,"PRESENT",-1744329.78830131,2264675.91790351
"656",656,NA,"PRESENT",-1738444.96266129,2269036.78893118
"657",657,NA,"PRESENT",-558152.775862651,782222.45177289
"658",658,NA,"PRESENT",-566104.770131578,777569.572654771
"659",659,NA,"PRESENT",-464138.561189102,1030286.55568728
"660",660,NA,"PRESENT",-355897.623047189,1607266.79113974
"661",661,NA,"PRESENT",-2065731.76493865,3550080.90895521
"662",662,NA,"PRESENT",-946695.846527697,1522334.93392221
"663",663,NA,"PRESENT",-1542455.83884162,4351624.37415601
"664",664,NA,"PRESENT",-584625.294018763,1611117.10650075
"665",665,NA,"PRESENT",-1542175.67720682,4351014.10239623
"666",666,NA,"PRESENT",-1726756.86728979,2347385.71984065
"667",667,NA,"PRESENT",-502259.657399695,825503.02723433
"668",668,NA,"PRESENT",-543731.140951935,787433.31442348
"669",669,NA,"PRESENT",-1313581.38776136,2116529.42954849
"670",670,NA,"PRESENT",-582699.200394053,1608012.28021024
"671",671,NA,"PRESENT",-550008.219414828,830865.221290351
"672",672,NA,"PRESENT",-2083028.46631755,3473693.5633513
"673",673,NA,"PRESENT",-1302843.23099782,2085604.1175321
"674",674,NA,"PRESENT",-1329557.59399386,2031033.01595771
"675",675,NA,"PRESENT",-515200.44945012,799016.435998947
"676",676,NA,"PRESENT",-957924.251692861,1552921.68330162
"677",677,NA,"PRESENT",-1177673.60095575,2063281.69991775
"678",678,NA,"PRESENT",-1314519.67981856,2107813.47849638
"679",679,NA,"PRESENT",-553855.342258048,541304.910916499
"680",680,NA,"PRESENT",-1335364.39862433,2131702.93593918
"681",681,NA,"PRESENT",-964960.376077764,1993609.29088311
"682",682,NA,"PRESENT",-2074892.14058747,3493316.88138484
"683",683,NA,"PRESENT",-2074929.26024685,3492371.24805427
"684",684,NA,"PRESENT",-1808027.87196425,4055420.89502423
"685",685,NA,"PRESENT",-1162991.21079078,1790010.57607381
"686",686,NA,"PRESENT",-832170.481002622,1803531.59770984
"687",687,NA,"PRESENT",-623194.961566061,288647.503920261
"688",688,NA,"PRESENT",-631354.267965845,304311.107728427
"689",689,NA,"PRESENT",-1093431.30545945,2073090.2565443
"690",690,NA,"PRESENT",-1568961.60372149,4660998.20861794
"691",691,NA,"PRESENT",-1816992.65813751,4061718.85497516
"692",692,NA,"PRESENT",-2065874.04459603,3476966.38470612
"693",693,NA,"PRESENT",-2068754.45710112,3493894.12826933
"694",694,NA,"PRESENT",-1599535.39654794,4578026.0640162
"695",695,NA,"PRESENT",-2068236.6828425,3561845.38547811
"696",696,30941,"PRESENT",-1454383.47998181,1952887.62818548
"697",697,8,"PRESENT",-2077755.40443693,3494196.45816569
"698",698,31337,"PRESENT",-1504569.0022791,4308544.7500142
"699",699,31451,"PRESENT",-2092395.5093614,3469176.87748223
"700",700,30196,"PRESENT",-494352.324632179,1013764.93643507
"701",701,29607,"PRESENT",-523283.57005934,391280.748202962
"702",702,30175,"PRESENT",-486139.163741204,983339.773756165
"703",703,31115,"PRESENT",-1733292.08040714,2239237.21257599
"704",704,NA,"PRESENT",-2077655.99222109,3474018.376409
"705",705,NA,"PRESENT",-1907441.36150416,3803458.95297045
"706",706,NA,"PRESENT",-526600.346994384,981627.829619714
"707",707,NA,"PRESENT",-506402.080697036,773976.485855789
"708",708,NA,"PRESENT",-2119531.14356901,3510300.95851034
"709",709,NA,"PRESENT",-570601.544769744,676970.994615141
"710",710,NA,"PRESENT",-1359606.44201213,2127923.63973373
"711",711,NA,"PRESENT",-1808044.2479449,4084908.55246378
"712",712,NA,"PRESENT",-1313255.07587082,2092950.26817985
"713",713,NA,"PRESENT",-1517834.72715859,4322542.86289928
"714",714,NA,"PRESENT",-523127.067421789,978858.789038552
"715",715,NA,"PRESENT",-1439893.95774873,2130370.25749323
"716",716,NA,"PRESENT",-1427361.91569903,2120473.75063591
"717",717,NA,"PRESENT",-546060.89622495,602384.479766171
"718",718,NA,"PRESENT",-1600499.70834257,4581007.03630177
"719",719,NA,"PRESENT",-2102010.73829598,3458563.11669455
"720",720,NA,"PRESENT",-528000.428252821,853293.115466902
"721",721,NA,"PRESENT",-363587.101636902,1614387.66819987
"722",722,NA,"PRESENT",-475166.91340648,1152427.85149057
"723",723,NA,"PRESENT",-1801306.05341131,4071907.17210304
"724",724,NA,"PRESENT",-540559.071942056,597564.596493566
"725",725,NA,"PRESENT",-539459.748784323,594043.92632982
"726",726,NA,"PRESENT",-1901687.5432895,3802067.95864786
"727",727,NA,"PRESENT",-712973.909385727,452305.732058398
"728",728,NA,"PRESENT",-917094.236870011,1362166.84343222
"729",729,NA,"PRESENT",-1394602.49965947,2070119.78216539
"730",730,NA,"PRESENT",-520533.307506568,448142.02580075
"731",731,NA,"PRESENT",-2057938.35049848,3622343.14810585
"732",732,NA,"PRESENT",-877168.547706616,1391173.73842365
"733",733,NA,"PRESENT",-1809561.9985696,4072548.51145309
"734",734,NA,"PRESENT",-658673.131495004,295435.404833654
"735",735,NA,"PRESENT",-1302934.86828,2087264.05802907
"736",736,NA,"PRESENT",-2087417.6485071,3477124.88012241
"737",737,NA,"PRESENT",-599001.606677526,524574.696023875
"738",738,NA,"PRESENT",-559530.334439345,783575.808826074
"739",739,NA,"PRESENT",-1226993.21429643,1858887.76755609
"740",740,NA,"PRESENT",-1570551.27379265,4668549.74405348
"741",741,NA,"PRESENT",-545142.318761925,471613.891939125
"742",742,NA,"PRESENT",-562106.736166506,618653.026673319
"743",743,NA,"PRESENT",-2132339.08125161,3234569.47325056
"744",744,NA,"PRESENT",-2131599.21888037,3232922.8932862
"745",745,NA,"PRESENT",-571401.767593879,608226.603739558
"746",746,NA,"PRESENT",-523144.431147871,773332.696104621
"747",747,NA,"PRESENT",-1019538.54571255,269767.764514662
"748",748,NA,"PRESENT",-2059723.84709071,3619444.4936169
"749",749,NA,"PRESENT",-474008.12997486,962609.762978677
"750",750,NA,"PRESENT",-478776.948419765,968527.786023401
"751",751,NA,"PRESENT",-501140.158338764,826895.605281909
"752",752,NA,"PRESENT",-1392495.28651833,2069532.28388267
"753",753,NA,"PRESENT",-1811235.07933537,4086754.27189746
"754",754,NA,"PRESENT",-2104958.63420924,3507611.32657698
"755",755,NA,"PRESENT",-579952.083527757,495934.627762617
"756",756,NA,"PRESENT",-1809028.10897104,4054990.916992
"757",757,NA,"PRESENT",-1805268.85625477,4058599.77416299
"758",758,NA,"PRESENT",-428774.481146407,894040.55990517
"759",759,NA,"PRESENT",-425556.074557489,895825.447478268
"760",760,NA,"PRESENT",-426797.390761942,914546.975295101
"761",761,NA,"PRESENT",-647886.649310858,300813.579611201
"762",762,NA,"PRESENT",-1736667.14896559,2238263.40936955
"763",763,NA,"PRESENT",-1827676.5438685,2462178.42655563
"764",764,NA,"PRESENT",-1922558.1376256,2567031.88488156
"765",765,NA,"PRESENT",-1323829.69232246,2171781.81138839
"766",766,31422,"PRESENT",-2170110.16488842,3142991.00092223
"767",767,31422,"PRESENT",-2176319.73185417,3137525.16842788
"768",768,31422,"PRESENT",-2168691.38896442,3142652.03810599
"769",769,30870,"PRESENT",-1207849.71813211,1851760.03637363
"770",770,29607,"PRESENT",-527254.478525095,408643.89571984
