"","x","y","Presence"
"949",512500,697500,1
"950",561500,694500,1
"951",549500,693500,1
"952",557500,693500,1
"953",546500,692500,1
"954",549500,692500,1
"955",550500,692500,1
"956",558500,692500,1
"957",556500,690500,1
"958",560500,690500,1
"959",550500,689500,1
"960",558500,689500,1
"961",559500,689500,1
"962",552500,688500,1
"963",559500,688500,1
"964",557500,687500,1
"965",559500,687500,1
"966",560500,687500,1
"967",562500,687500,1
"968",579500,687500,1
"969",553500,686500,1
"970",557500,686500,1
"971",561500,686500,1
"972",562500,686500,1
"973",552500,685500,1
"974",554500,685500,1
"975",556500,685500,1
"976",557500,685500,1
"977",559500,684500,1
"978",561500,684500,1
"979",559500,683500,1
"980",530500,678500,1
"981",541500,674500,1
"982",539500,661500,1
"983",547500,661500,1
"984",543500,660500,1
"985",73500,647500,1
"986",590500,644500,1
"987",1046500,639500,1
"988",525500,636500,1
"989",582500,636500,1
"990",572500,635500,1
"991",552500,633500,1
"992",554500,633500,1
"993",35500,623500,1
"994",528500,623500,1
"995",19500,620500,1
"996",35500,605500,1
"997",34500,597500,1
"998",37500,597500,1
"999",35500,595500,1
"1000",509500,594500,1
"1001",563500,593500,1
"1002",561500,588500,1
"1003",573500,588500,1
"1004",562500,587500,1
"1005",578500,587500,1
"1006",553500,586500,1
"1007",567500,585500,1
"1008",571500,585500,1
"1009",576500,585500,1
"1010",562500,584500,1
"1011",569500,584500,1
"1012",576500,584500,1
"1013",551500,583500,1
"1014",552500,583500,1
"1015",556500,583500,1
"1016",576500,583500,1
"1017",577500,583500,1
"1018",27500,582500,1
"1019",573500,582500,1
"1020",574500,582500,1
"1021",575500,582500,1
"1022",576500,582500,1
"1023",578500,582500,1
"1024",579500,582500,1
"1025",549500,581500,1
"1026",581500,581500,1
"1027",545500,580500,1
"1028",566500,580500,1
"1029",583500,580500,1
"1030",551500,579500,1
"1031",564500,579500,1
"1032",568500,579500,1
"1033",551500,578500,1
"1034",559500,578500,1
"1035",578500,578500,1
"1036",551500,577500,1
"1037",561500,577500,1
"1038",579500,577500,1
"1039",481500,575500,1
"1040",548500,572500,1
"1041",494500,570500,1
"1042",473500,560500,1
"1043",578500,558500,1
"1044",413500,523500,1
"1045",465500,521500,1
"1046",402500,511500,1
"1047",400500,510500,1
"1048",399500,501500,1
"1049",406500,501500,1
"1050",447500,497500,1
"1051",419500,484500,1
"1052",441500,482500,1
"1053",428500,481500,1
"1054",1026500,471500,1
"1055",182500,466500,1
"1056",185500,464500,1
"1057",186500,463500,1
"1058",183500,462500,1
"1059",184500,462500,1
"1060",185500,462500,1
"1061",431500,462500,1
"1062",179500,461500,1
"1063",180500,461500,1
"1064",185500,461500,1
"1065",187500,461500,1
"1066",176500,460500,1
"1067",177500,460500,1
"1068",178500,460500,1
"1069",179500,460500,1
"1070",175500,459500,1
"1071",990500,428500,1
"1072",77500,415500,1
"1073",91500,406500,1
"1074",75500,399500,1
"1075",-66500,390500,1
"1076",-106500,373500,1
"1077",-866500,295500,1
"1078",-868500,287500,1
"1079",-1029500,284500,1
"1080",-1052500,281500,1
"1081",-1047500,281500,1
