"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","lifeStage","infraspecificEpithet","sex","individualCount","elevation","elevationAccuracy","preparations","identifiedByIDs.type","identifiedByIDs.value","habitat","institutionID","higherGeography","nomenclaturalCode","verbatimCoordinateSystem","county","locality","language","type","disposition","vernacularName","locationID","organismRemarks","verbatimElevation","collectionID","higherClassification","parentNameUsage","sampleSizeUnit","sampleSizeValue","samplingProtocol","eventID","recordNumber","footprintWKT","georeferenceRemarks","eventRemarks","verbatimIdentification","footprintSRS","parentEventID","recordedByIDs.type","recordedByIDs.value","verbatimSRS","samplingEffort","municipality","ownerInstitutionCode","accessRights","projectId","organismQuantity","organismQuantityType","endDayOfYear","startDayOfYear","bibliographicCitation","reproductiveCondition","institutionKey","georeferencedDate","georeferencedBy","otherCatalogNumbers","verbatimTaxonRank","taxonRemarks","gadm","establishmentMeans","locationRemarks","waterBody","identificationRemarks","coordinatePrecision","dataGeneralizations","datasetID","previousIdentifications","programmeAcronym","fieldNotes","distanceFromCentroidInMeters","http...unknown.org.language","http...unknown.org.modified","originalNameUsage","identificationVerificationStatus","nameAccordingTo","dynamicProperties","organismScope","networkKeys","fieldNumber","locationAccordingTo","behavior","georeferenceSources","organismID","georeferenceVerificationStatus","associatedReferences","acceptedNameUsage","georeferenceProtocol","namePublishedInYear","acceptedNameUsageID","depth","depthAccuracy","collectionKey","rights","flags"
"768",768,2834519316,"Puma concolor (Linnaeus, 1771)",-51.036731,-72.893372,"cdc,cdround,osiic","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","85ccfd1a-a837-48d6-9a87-96c99f6fe012","NL","DWC_ARCHIVE","2023-03-15T10:51:15.320+00:00","2023-03-16T14:30:42.120+00:00",89,"396d5f30-dea9-11db-8ab4-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,1000,"SOUTH_AMERICA",NA,2019,9,23,"2019-09-23T00:00:00","2019-09-25T00:00:00.000+00:00","2023-03-16T14:30:42.120+00:00","https://data.biodiversitydata.nl/obsint/observation/OBS.180050646","http://creativecommons.org/licenses/by-nc/4.0/legalcode","180050646@OBS","none","none",FALSE,NA,"User 78421",NA,"WGS84","Mammalia","CL","none","none","Chile","Stichting Observation International","180050646@OBS",NA,NA,NA,"Observations",2834519316,NA,"https://observation.org/observation/180050646",NA,"OBS.180050646",NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,"Adult",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chile - Torres del Paine NP",NA,NA,NA,"Cougar",NA,NA,NA,NA,"Animalia|Felidae",NA,NA,NA,"seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"769",769,2423041077,"Puma concolor concolor",5.231844,-71.707907,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:14:52.634+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",7193927,1,44,359,732,9703,2435098,2435099,7193927,"Puma concolor concolor","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SUBSPECIES","ACCEPTED",NA,"2019-09-12T22:19:36",31384,"SOUTH_AMERICA","Casanare",2019,9,10,"2019-09-10T17:09:00","2022-12-17T23:03:50.000+00:00","2023-03-29T14:14:52.634+00:00","https://www.inaturalist.org/observations/32613149","http://creativecommons.org/licenses/by/4.0/legalcode","32613149","none","none",FALSE,"iNaturalist research-grade observations","Andrés Ramírez-Barrera","Andrés Ramírez-Barrera","WGS84","Mammalia","CO","none","none","Colombia","Andrés Ramírez-Barrera","32613149","nicolasr","Coordinate uncertainty increased to 31384m to protect threatened taxon","2019/09/10 5:09 PM -0500","Observations",2423041077,"Casanare, CO","https://www.inaturalist.org/observations/32613149","559645","32613149","iNaturalist","17:09:00-05:00","wild",70666174,"Puma concolor concolor",NA,"Adult","concolor","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"770",770,2423224737,"Puma concolor (Linnaeus, 1771)",-30.554103,-61.029237,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:15:08.987+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2019-09-24T21:01:26",29356,"SOUTH_AMERICA","Santa Fe",2019,9,7,"2019-09-07T08:42:00","2019-09-25T03:17:57.000+00:00","2023-03-29T14:15:08.987+00:00","https://www.inaturalist.org/observations/33335895","http://creativecommons.org/licenses/by-nc/4.0/legalcode","33335895","none","none",FALSE,"iNaturalist research-grade observations","Eduardo Luis Beltrocco","Eduardo Luis Beltrocco","WGS84","Mammalia","AR","none","none","Argentina","Eduardo Luis Beltrocco","33335895","elbeltrocco","Coordinate uncertainty increased to 29356m to protect threatened taxon","2019/09/07 8:42 AM -0300","Observations",2423224737,"San Cristóbal, AR-SF, AR","https://www.inaturalist.org/observations/33335895","42007","33335895","iNaturalist","08:42:00-03:00","wild",72170335,"Puma concolor (Linnaeus, 1771)","Lugareños señalaron que cerca de 1 semana atrás vieron un puma adulto y cachorros, además de un ternero muerto, en teoría a causa del puma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"771",771,2856478287,"Puma concolor (Linnaeus, 1771)",-30.044126,-61.119088,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:17:39.095+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2020-08-26T00:01:22",29407,"SOUTH_AMERICA","Santa Fe",2019,9,12,"2019-09-12T21:30:00","2022-12-17T22:42:35.000+00:00","2023-03-29T14:17:39.095+00:00","https://www.inaturalist.org/observations/57596477","http://creativecommons.org/licenses/by-nc/4.0/legalcode","57596477","none","none",FALSE,"iNaturalist research-grade observations","Museo CN del depto San Cristobal","Museo CN del depto San Cristobal","WGS84","Mammalia","AR","none","none","Argentina","Museo CN del depto San Cristobal","57596477","museocndelsancristobal","Coordinate uncertainty increased to 29407m to protect threatened taxon","2019/09/12 9:30 PM -0300","Observations",2856478287,"San Cristóbal, AR-SF, AR","https://www.inaturalist.org/observations/57596477","42007","57596477","iNaturalist","21:30:00-03:00","wild",126166894,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"772",772,2856551265,"Puma concolor (Linnaeus, 1771)",-30.103121,-61.075747,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:17:56.243+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2020-08-26T00:01:23",29407,"SOUTH_AMERICA","Santa Fe",2019,9,22,"2019-09-22T18:38:00","2023-02-23T01:01:27.000+00:00","2023-03-29T14:17:56.243+00:00","https://www.inaturalist.org/observations/57596481","http://creativecommons.org/licenses/by-nc/4.0/legalcode","57596481","none","none",FALSE,"iNaturalist research-grade observations","Museo CN del depto San Cristobal","Museo CN del depto San Cristobal","WGS84","Mammalia","AR","none","none","Argentina","Museo CN del depto San Cristobal","57596481","museocndelsancristobal","Coordinate uncertainty increased to 29407m to protect threatened taxon","2019/09/22 6:38 PM -0300","Observations",2856551265,"San Cristóbal, AR-SF, AR","https://www.inaturalist.org/observations/57596481","42007","57596481","iNaturalist","18:38:00-03:00","wild",126166900,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"779",779,3356613128,"Puma concolor (Linnaeus, 1771)",-34.5086,-70.4434,"cdc","9f7ed5a4-f73a-4d74-b0be-cef5bd700a37","6568c9e4-fdc6-4d73-a7ea-2d1bf44fcd61","faeb021c-ab9f-4c80-9587-3749a8f6fb23","CL","EML","2023-03-03T03:24:18.640+00:00","2023-03-03T03:28:41.485+00:00",69,"bf0d80b3-46da-4e60-b1cf-39f2320acb43","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Región de los Ríos",2019,9,29,"2019-09-29T00:00:00","2021-09-12T00:00:00.000+00:00","2023-03-03T03:28:41.485+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","CONAF:Fotomonitoreo:RNRC:2019:CAM26-3:17234","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CL","none","none","Chile","Corporación Nacional Forestal (CONAF)","CONAF:Fotomonitoreo:RNRC:2019:CAM26-3:17234",NA,NA,NA,"Fotomonitoreo",3356613128,NA,"CONAF:Fotomonitoreo:RNRC:2019:CAM26-3:17234",NA,NA,"Corporación Nacional Forestal (CONAF)","05:51:40 -04:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,"Unknown",NA,NA,1,NA,NA,NA,NA,NA,NA,"CONAF",NA,NA,NA,NA,NA,"es","Fototrampeo",NA,"Puma",NA,NA,NA,"CONAF:Fotomonitoreo",NA,NA,NA,NA,NA,"CONAF:Fotomonitoreo:RNRC:2019:CAM26-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONAFCL:Fotomonitoreo",1,"1",333,254,"Corporación Nacional Forestal (CONAF). 2021. Fotomonitoreo de bojetos de conservación y amenazas en el Sistema Nacional de Áreas Silvestres Protegias del Estado (SNASPE). Sitio web: [www.fotomonitoreo.cl]. Corporación Nacional Forestal. Chile.","Indeterminado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"788",788,4027206762,"Puma concolor (Linnaeus, 1771)",6.24581,-75.50229,"","175880a1-af54-4c4a-88a7-20a65aaf2e26","1106e179-e49f-461f-95a6-459bf4d53c1b","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-02-09T11:50:04.182+00:00","2023-02-09T11:50:47.877+00:00",3,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,5,"SOUTH_AMERICA","Antioquia",2019,9,12,"2019-09-12T00:00:00",NA,"2023-02-09T11:50:47.877+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","CONVENIO_CORNARE-MASBOSQUES_MAMIFEROS 038","none","none",FALSE,NA,"Laura M. Vargas O.","Laura M. Vargas O.","WGS84","Mammalia","CO",NA,NA,"Colombia",NA,"CONVENIO_CORNARE-MASBOSQUES_MAMIFEROS 038",NA,NA,NA,NA,4027206762,NA,"CONVENIO_CORNARE-MASBOSQUES_MAMIFEROS 038",NA,NA,"Corporación Autónoma Regional de las cuencas de los ríos Negro y Nare (CORNARE)","01:48:54",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,"Adult",NA,NA,1,2497.5,2.5,NA,"ORCID","https://orcid.org/0000-0003-0873-5880",NA,"890.985.138-3",NA,NA,"Grados, minutos, segundos","Medellín","Sector Mazo","es","Event",NA,"Puma",NA,NA,"2495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puma concolor",NA,NA,"ORCID","https://orcid.org/0000-0003-0873-5880",NA,NA,NA,NA,NA,"RFPN_Rio_Nare_Fauna",NA,NA,NA,NA,NA,NA,NA,"2019-10-27","Andrés Mejía Soto",NA,NA,NA,NA,NA,"Caminos profundos en el bosque de plantas nativas",NA,NA,1e-05,NA,"Proyecto Reserva Forestal Protectora del Río Nare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organismo multicelular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"789",789,3118580322,"Puma concolor (Linnaeus, 1771)",1.46194,-75.99,"","a9a819bb-b94e-4e06-bbbd-4cc1eb6f3b1c","3ecddc17-a081-4e85-92c3-d8e31716342c","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-05T01:01:42.299+00:00","2023-01-25T08:11:47.985+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Caquetá",2019,9,10,"2019-09-10T00:00:00",NA,"2023-01-25T08:11:47.985+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:290","none","none",FALSE,NA,"Diego J. Lizcano","Gerlando Delgado Berneo","WGS84","Mammalia","CO","none","none","Colombia","The nature conservancy (TNC)","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:290",NA,NA,"2019-09-10/2019-11-24",NA,3118580322,NA,"IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:290",NA,NA,"Asociación Colombiana de Zoología (ACZ)",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,"Unknown",NA,NA,NA,NA,NA,"Fotografía",NA,NA,"Bosque","900.370.306-1",NA,NA,"Grados decimales","Belén de los Andaquíes","PNN Alto Fragua indi wasi","es","Imagen estática",NA,"Puma | León | León de montaña | Tigre colorado | León campa o Camba | Leoncillo",NA,NA,NA,NA,NA,NA,NA,NA,"Cámara Trampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS84",NA,"Belén de los Andaquíes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"790",790,3118580087,"Puma concolor (Linnaeus, 1771)",1.46306,-75.9825,"","a9a819bb-b94e-4e06-bbbd-4cc1eb6f3b1c","3ecddc17-a081-4e85-92c3-d8e31716342c","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-05T01:01:42.299+00:00","2023-01-25T08:11:47.974+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Caquetá",2019,9,15,"2019-09-15T00:00:00",NA,"2023-01-25T08:11:47.974+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:302","none","none",FALSE,NA,"Diego J. Lizcano","Gerlando Delgado Berneo","WGS84","Mammalia","CO","none","none","Colombia","The nature conservancy (TNC)","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:302",NA,NA,"2019-09-15",NA,3118580087,NA,"IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:302",NA,NA,"Asociación Colombiana de Zoología (ACZ)",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,"Unknown",NA,NA,NA,NA,NA,"Fotografía",NA,NA,"Bosque","900.370.306-1",NA,NA,"Grados decimales","Belén de los Andaquíes","PNN Alto Fragua indi wasi","es","Imagen estática",NA,"Puma | León | León de montaña | Tigre colorado | León campa o Camba | Leoncillo",NA,NA,NA,NA,NA,NA,NA,NA,"Cámara Trampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS84",NA,"Belén de los Andaquíes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"454","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"791",791,2631128816,"Puma concolor (Linnaeus, 1771)",0.50526,-76.29438,"","8c7b97ad-3d84-4793-ab27-f1faf41e1f20","2a7e3080-28a9-11dd-97cd-b8a03c50a862","804b8dd0-07ac-4a30-bf92-3c1d862faf5e","CO","EML","2023-01-13T04:06:12.329+00:00","2023-01-25T07:28:38.494+00:00",69,"2a7e3080-28a9-11dd-97cd-b8a03c50a862","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2020-01-01T00:00:00",NA,"SOUTH_AMERICA","Putumayo",2019,9,11,"2019-09-11T00:00:00",NA,"2023-01-25T07:28:38.494+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:PEM-GTA:PUTUMAYO:ANIMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2020_014:0515","none","none",FALSE,NA,"Adriana Restrepo","Adriana Restrepo","WGS84","Mammalia","CO","none","none","Colombia",NA,"IAvH:PEM-GTA:PUTUMAYO:ANIMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2020_014:0515",NA,NA,NA,"IAvH",2631128816,NA,"IAvH:PEM-GTA:PUTUMAYO:ANIMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2020_014:0515",NA,NA,"Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","23:03",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,248,0,"Fotografia",NA,NA,NA,NA,NA,NA,NA,"Puerto As’s","Platanillo",NA,"Imagen estática",NA,"Puma",NA,NA,NA,"RNC:003",NA,NA,NA,NA,"Fototrampeo","Platanillo2_3321","Platanillo2_3321_09110070.JPG",NA,NA,"Estacion: Platanillo2_3321",NA,NA,"GTAS_CT",NA,NA,NA,"4648 trampas noche",NA,NA,NA,NA,1,"Individuo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"792",792,2631127580,"Puma concolor (Linnaeus, 1771)",0.6476,-77.10729,"","8c7b97ad-3d84-4793-ab27-f1faf41e1f20","2a7e3080-28a9-11dd-97cd-b8a03c50a862","804b8dd0-07ac-4a30-bf92-3c1d862faf5e","CO","EML","2023-01-13T04:06:12.329+00:00","2023-01-25T07:28:38.381+00:00",69,"2a7e3080-28a9-11dd-97cd-b8a03c50a862","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2020-01-01T00:00:00",NA,"SOUTH_AMERICA","Putumayo",2019,9,16,"2019-09-16T00:00:00",NA,"2023-01-25T07:28:38.381+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:PEM-GTA:PUTUMAYO:ANIMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2020_014:1404","none","none",FALSE,NA,"Adriana Restrepo","Adriana Restrepo","WGS84","Mammalia","CO","none","none","Colombia",NA,"IAvH:PEM-GTA:PUTUMAYO:ANIMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2020_014:1404",NA,NA,NA,"IAvH",2631127580,NA,"IAvH:PEM-GTA:PUTUMAYO:ANIMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2020_014:1404",NA,NA,"Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","0:40",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,748,0,"Fotografia",NA,NA,NA,NA,NA,NA,NA,"Orito","Venado",NA,"Imagen estática",NA,"Puma",NA,NA,NA,"RNC:003",NA,NA,NA,NA,"Fototrampeo","Venado2_2159","Venado2_2159_09160010.JPG",NA,NA,"Estacion: Venado2_2159",NA,NA,"GTAS_CT",NA,NA,NA,"4648 trampas noche","Lucitania",NA,NA,NA,1,"Individuo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"793",793,3419400094,"Puma concolor (Linnaeus, 1771)",0.641933,-79.197977,"","112716aa-0f53-483d-9089-fd21494ecb66","c54097e6-0972-4acb-b849-eaeba29c917d","9df8109c-684d-416b-819b-7bc09adc500b","EC","EML","2023-03-24T22:31:08.362+00:00","2023-03-24T22:32:02.409+00:00",63,"c54097e6-0972-4acb-b849-eaeba29c917d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Esmeraldas",2019,9,11,"2019-09-11T00:00:00",NA,"2023-03-24T22:32:02.409+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","RVSP-CV-0006","none","none",FALSE,"Registro de avistamientos de fauna durante recorridos de control y vigilancia en el Refugio de vida Silvestre Pambilar",NA,NA,"WGS84","Mammalia","EC","none","none","Ecuador","Ministerio del Ambiente, Agua y TransiciÃ³n EcolÃ³gica","RVSP-CV-0006",NA,NA,"11-sep-19",NA,3419400094,NA,"RVSP-CV-0006","ec.bio.spp.45765",NA,NA,"11:28:14",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bosque primario","http://www.ambiente.gob.ec",NA,NA,NA,"Eloy Alfaro",NA,"es","event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAATE","CC BY 4.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
