"","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"4195",NA,"PRESENT",-63.860493,-18.178923
"4196",NA,"PRESENT",-73.411606,10.716384
"4197",NA,"PRESENT",-64.493935,-24.300106
"4198",NA,"PRESENT",-76.42117,2.376818
"4199",NA,"PRESENT",-63.44858,-18.08125
"4200",NA,"PRESENT",-64.44787,-18.021526
"4201",NA,"PRESENT",-64.42745,-18.086334
"4202",NA,"PRESENT",-78.51852,-0.64715
"4203",NA,"PRESENT",-71.26602,-14.946915
"4204",NA,"PRESENT",-72.04078,-15.59024
"4205",NA,"PRESENT",-76.456,-11.645
"4206",NA,"PRESENT",-76.553,-11.695
"4207",NA,"PRESENT",-69.162186,-14.621875
"4208",NA,"PRESENT",-69.146904,-14.612338
"4209",NA,"PRESENT",-76.439706,-12.260678
"4210",NA,"PRESENT",-71.920869,-15.559363
"4211",NA,"PRESENT",-77.602808,-9.166594
"4212",NA,"PRESENT",-77.390892,-9.622755
"4213",NA,"PRESENT",-75.820743,-12.335893
"4214",NA,"PRESENT",-81.090711,-5.944669
"4215",NA,"PRESENT",-81.148313,-5.891084
"4216",NA,"PRESENT",-81.006867,-5.974077
"4217",NA,"PRESENT",-80.985788,-5.942089
"4218",NA,"PRESENT",-77.634711,-8.893162
"4219",NA,"PRESENT",-77.594633,-9.024008
"4220",NA,"PRESENT",-77.709273,-8.94768
"4221",250,"PRESENT",-76.535759,-11.679152
"4222",250,"PRESENT",-71.615601,-15.648852
"4223",30,"PRESENT",-72.0098,-15.581
"4224",NA,"PRESENT",-64.31655,-18.11421
"4225",NA,"PRESENT",-71.37368,-15.939047
"4226",NA,"PRESENT",-76.58853,-11.720944
"4227",NA,"PRESENT",-69.477715,-27.083242
"4228",NA,"PRESENT",-75.48333,4.933333
"4229",NA,"PRESENT",-72.58495,-13.379766
"4230",NA,"PRESENT",-72.56163,-13.36613
"4231",NA,"PRESENT",-76.19633,-11.626374
"4232",NA,"PRESENT",-64.78994,-17.792082
"4233",NA,"PRESENT",-76.3568,2.3572
"4234",NA,"PRESENT",-78.37239,0.442691
"4235",NA,"PRESENT",-64.60487,-17.901482
"4236",NA,"PRESENT",-68.642944,-15.823817
"4237",NA,"PRESENT",-79.25323,-3.052154
"4238",NA,"PRESENT",-63.21641,-17.78035
"4239",NA,"PRESENT",-64.58504,-18.095057
"4240",NA,"PRESENT",-67.10449,-18.093645
"4241",NA,"PRESENT",-65.14877,-25.131937
"4242",NA,"PRESENT",-76.31782,2.357018
"4243",NA,"PRESENT",-76.32348,2.356418
"4244",NA,"PRESENT",-72.20949,-15.507198
"4245",NA,"PRESENT",-79.26,-3.45
"4246",NA,"PRESENT",-72.30002,-13.141029
"4247",NA,"PRESENT",-72.55015,-13.338597
"4248",NA,"PRESENT",-78.49946,0.355938
"4249",NA,"PRESENT",-78.32311,-0.45906
"4250",NA,"PRESENT",-72.32659,-13.131566
"4251",NA,"PRESENT",-69.10437,-14.607815
"4252",NA,"PRESENT",-69.10882,-14.58433
"4253",NA,"PRESENT",-69.0931,-14.5736
"4254",NA,"PRESENT",-69.156,-14.65597
"4255",NA,"PRESENT",-77.714967,-7.00098
"4256",NA,"PRESENT",-77.672729,-9.285489
"4257",100,"PRESENT",-71.928746,-15.607832
"4258",NA,"PRESENT",-66.157166,-25.118334
"4259",NA,"PRESENT",-63.974724,-18.084738
"4260",NA,"PRESENT",-72.07667,-15.607714
"4261",NA,"PRESENT",-66.38893,-17.2767
"4262",NA,"PRESENT",-65.59559,-22.10409
"4263",NA,"PRESENT",-64.2522,-18.138502
"4264",NA,"PRESENT",-64.64047,-17.835535
"4265",NA,"PRESENT",-64.55155,-17.916481
"4266",NA,"PRESENT",-64.82877,-18.135649
"4267",NA,"PRESENT",-75.42785,4.905036
"4268",NA,"PRESENT",-64.82876,-18.13577
"4269",NA,"PRESENT",-64.83081,-18.137238
"4270",NA,"PRESENT",-75.42341,4.878414
"4271",NA,"PRESENT",-69.86128,-27.652357
"4272",NA,"PRESENT",-65.329704,-24.163305
"4273",NA,"PRESENT",-65.282524,-22.219095
"4274",NA,"PRESENT",-67.774605,-16.407377
"4275",NA,"PRESENT",-67.949776,-16.246
"4276",NA,"PRESENT",-75.424675,4.898814
"4277",NA,"PRESENT",-76.33235,-11.56092
"4278",NA,"PRESENT",-78.09546,-0.367841
"4279",NA,"PRESENT",-65.76182,-26.739756
"4280",NA,"PRESENT",-72.335846,-13.124935
"4281",NA,"PRESENT",-64.98423,-22.608429
"4282",NA,"PRESENT",-77.556573,-9.131655
"4283",NA,"PRESENT",-77.344821,-9.689877
"4284",NA,"PRESENT",-77.287736,-9.70607
"4285",NA,"PRESENT",-75.847568,-12.323775
"4286",NA,"PRESENT",-75.914605,-11.969917
"4287",25,"PRESENT",-78.301026,-0.48457
"4288",25,"PRESENT",-78.309368,-0.474655
"4289",25,"PRESENT",-78.310198,-0.473691
"4290",25,"PRESENT",-78.310267,-0.473682
"4291",25,"PRESENT",-78.310269,-0.473718
"4292",25,"PRESENT",-78.299599,-0.485226
"4293",NA,"PRESENT",-76.43758,-11.626035
"4294",NA,"PRESENT",-65.238495,-26.566133
"4295",NA,"PRESENT",-64.90239,-22.1284
"4296",NA,"PRESENT",-65.3221,-22.190231
"4297",NA,"PRESENT",-70.867096,-29.382715
"4298",NA,"PRESENT",-65.56044,-25.099695
"4299",NA,"PRESENT",-74.40446,-14.702137
"4300",NA,"PRESENT",-78.2466,-0.4988
"4301",NA,"PRESENT",-78.3232,-0.4591
"4302",NA,"PRESENT",-78.1608,-0.480588
"4303",NA,"PRESENT",-74.733,-14.8407
"4304",NA,"PRESENT",-78.318985,-0.458388
"4305",NA,"PRESENT",-65.08732,-21.746023
"4306",NA,"PRESENT",-66.090836,-25.049334
"4307",NA,"PRESENT",-75.30882,-15.046008
"4308",NA,"PRESENT",-75.814635,-12.182778
"4309",NA,"PRESENT",-75.924801,-12.115338
"4310",NA,"PRESENT",-75.953254,-11.978424
"4311",NA,"PRESENT",-76.054552,-11.979879
"4312",31169,"PRESENT",-73.518985,10.958261
"4313",31451,"PRESENT",-78.354102,-0.49007
"4314",31451,"PRESENT",-78.273512,-0.52543
"4315",NA,"PRESENT",-72.87326,7.288829
"4316",NA,"PRESENT",-71.60373,-16.450861
"4317",NA,"PRESENT",-72.35486,6.48224
"4318",NA,"PRESENT",-78.30698,-0.476779
"4319",NA,"PRESENT",-70.95055,-29.372358
"4320",NA,"PRESENT",-72.53007,-13.17786
"4321",NA,"PRESENT",-72.52526,-13.155713
"4322",NA,"PRESENT",-70.58285,-29.451902
"4323",NA,"PRESENT",-75.449684,4.914379
"4324",NA,"PRESENT",-78.29011,-0.492342
"4325",NA,"PRESENT",-67.37429,-22.319908
"4326",NA,"PRESENT",-64.24637,-18.134987
"4327",NA,"PRESENT",-78.11155,0.358705
"4328",NA,"PRESENT",-75.856425,-12.374927
"4329",NA,"PRESENT",-75.762093,-12.191537
"4330",NA,"PRESENT",-81.07669,-5.948869
"4331",NA,"PRESENT",-81.11398,-6.049059
"4332",NA,"PRESENT",-74.3742,-14.661463
"4333",NA,"PRESENT",-74.371206,-14.665966
"4334",NA,"PRESENT",-74.430718,-14.669384
"4335",30870,"PRESENT",-71.691016,-15.723678
"4336",NA,"PRESENT",-78.3231,-0.459211
"4337",NA,"PRESENT",-77.615555,-9.051116
"4338",NA,"PRESENT",-65.10466,-23.90055
"4339",NA,"PRESENT",-64.40991,-24.256422
"4340",NA,"PRESENT",-78.15637,-0.551577
"4341",NA,"PRESENT",-78.25426,-0.49749
"4342",NA,"PRESENT",-78.30711,-0.46641
"4343",NA,"PRESENT",-75.87098,-12.343869
"4344",NA,"PRESENT",-75.78599,-12.279834
"4345",NA,"PRESENT",-67.79277,-23.767357
"4346",NA,"PRESENT",-71.610504,-15.638679
"4347",NA,"PRESENT",-65.72564,-27.865196
"4348",NA,"PRESENT",-67.00424,-26.587627
"4349",NA,"PRESENT",-71.978355,-15.612597
"4350",NA,"PRESENT",-67.40583,-26.0585
"4351",NA,"PRESENT",-78.16137,-0.377652
"4352",NA,"PRESENT",-78.469505,-0.190715
"4353",NA,"PRESENT",-66.09389,-26.852962
"4354",NA,"PRESENT",-66.09029,-26.850222
"4355",NA,"PRESENT",-68.099945,-29.541178
"4356",NA,"PRESENT",-75.77081,-12.208496
"4357",NA,"PRESENT",-67.564545,-28.925558
"4358",NA,"PRESENT",-66.53861,-28.600498
"4359",NA,"PRESENT",-74.12596,-13.006565
"4360",NA,"PRESENT",-74.38265,-15.383805
"4361",NA,"PRESENT",-78.647606,-4.255088
"4362",NA,"PRESENT",-75.532135,5.063843
"4363",NA,"PRESENT",-68.011,-16.671
"4364",NA,"PRESENT",-81.096275,-6.036461
"4365",NA,"PRESENT",-81.073737,-6.092941
"4366",NA,"PRESENT",-81.044382,-6.085888
"4367",NA,"PRESENT",-81.143147,-5.931134
"4368",NA,"PRESENT",-77.375762,-8.002659
"4369",NA,"PRESENT",-77.495494,-7.766558
"4370",NA,"PRESENT",-77.380836,-8.037869
"4371",3881086,"PRESENT",-64.796875,-21.717849
"4372",NA,"PRESENT",-65.49708,-24.127028
"4373",NA,"PRESENT",-78.15627,-0.551042
"4374",NA,"PRESENT",-75.83991,-12.310822
"4375",NA,"PRESENT",-75.97237,-12.031708
"4376",NA,"PRESENT",-65.75781,-18.148624
"4377",NA,"PRESENT",-75.76437,-12.245994
"4378",NA,"PRESENT",-78.32304,-0.459441
"4379",NA,"PRESENT",-75.9318,-11.983949
"4380",NA,"PRESENT",-78.14121,-0.377743
"4381",NA,"PRESENT",-75.2445,4.879232
"4382",NA,"PRESENT",-75.26073,4.892914
"4383",NA,"PRESENT",-72.81369,-13.511044
"4384",NA,"PRESENT",-75.2059,4.938537
"4385",NA,"PRESENT",-78.20776,-0.51261
"4386",NA,"PRESENT",-65.23705,-22.221018
"4387",NA,"PRESENT",-67.05483,-27.683777
"4388",NA,"PRESENT",-68.24141,-28.727215
"4389",NA,"PRESENT",-67.00513,-27.543766
"4390",NA,"PRESENT",-66.73913,-26.98342
"4391",NA,"PRESENT",-66.83089,-27.102106
"4392",NA,"PRESENT",-65.701996,-25.848923
"4393",NA,"PRESENT",-81.14833,-5.985826
"4394",NA,"PRESENT",-81.00235,-6.082334
"4395",NA,"PRESENT",-77.33818,-8.026599
"4396",100,"PRESENT",-72.02522,-15.623771
"4397",30,"PRESENT",-71.740387,-15.647782
"4398",30870,"PRESENT",-71.978703,-15.73411
"4399",30870,"PRESENT",-71.866824,-15.703718
"4400",NA,"PRESENT",-75.27433,4.879488
"4401",NA,"PRESENT",-77.86835,-6.716574
"4402",NA,"PRESENT",-68.21715,-23.061193
"4403",NA,"PRESENT",-81.125747,-5.855683
"4404",NA,"PRESENT",-77.38018,-7.993577
"4405",100,"PRESENT",-71.906175,-15.611713
"4406",30885,"PRESENT",-71.836502,-15.592027
"4407",NA,"PRESENT",-78.156296,-0.55199
"4408",NA,"PRESENT",-78.29425,-0.261846
"4409",NA,"PRESENT",-64.93435,-24.24298
"4410",NA,"PRESENT",-77.80773,-6.90844
"4411",NA,"PRESENT",-78.1485,-0.552054
"4412",NA,"PRESENT",-65.29602,-22.36689
"4413",NA,"PRESENT",-65.12609,-25.738054
"4414",NA,"PRESENT",-71.98168,-13.509829
"4415",NA,"PRESENT",-78.66726,-7.248728
"4416",NA,"PRESENT",-66.32078,-17.278072
"4417",NA,"PRESENT",-72.46432,-13.200891
"4418",NA,"PRESENT",-81.131974,-6.020559
"4419",NA,"PRESENT",-81.125298,-6.028467
"4420",NA,"PRESENT",-77.392242,-8.001922
"4421",NA,"PRESENT",-77.363001,-7.978393
"4422",NA,"PRESENT",-77.335028,-8.099953
"4423",NA,"PRESENT",-77.33067,-8.027817
"4424",31451,"PRESENT",-78.010998,-0.583783
"4425",NA,"PRESENT",-71.58217,-15.752358
"4426",NA,"PRESENT",-63.608784,-18.11965
"4427",NA,"PRESENT",-71.04309,-29.348064
"4428",NA,"PRESENT",-79.95118,-5.59285
"4429",NA,"PRESENT",-77.46001,-9.461273
"4430",NA,"PRESENT",-77.38628,-9.47419
"4431",NA,"PRESENT",-76.933,-10.183
"4432",NA,"PRESENT",-77.58369,-9.173533
"4433",NA,"PRESENT",-77.536788,-7.715715
"4434",NA,"PRESENT",-77.344924,-8.02459
"4435",NA,"PRESENT",-77.302305,-8.027814
"4436",30154,"PRESENT",-65.532093,-23.79243
"4437",NA,"PRESENT",-72.623389,6.664417
"4438",31451,"PRESENT",-78.350823,-0.48536
"4439",31331,"PRESENT",-72.813918,7.196124
"4440",31451,"PRESENT",-78.25851,-0.426026
"4441",100,"PRESENT",-71.865807,-15.602459
"4442",NA,"PRESENT",-73.756386,4.580352
"4443",NA,"PRESENT",-78.31413,-0.459015
"4444",NA,"PRESENT",-78.24051,-0.522187
"4445",NA,"PRESENT",-76.91863,-10.15025
"4446",NA,"PRESENT",-79.48139,-6.543889
"4447",NA,"PRESENT",-65.69752,-25.83901
"4448",NA,"PRESENT",-77.83991,-6.88896
"4449",NA,"PRESENT",-77.80754,-6.776908
"4450",NA,"PRESENT",-77.54629,-9.124851
"4451",NA,"PRESENT",-77.39851,-9.548541
"4452",NA,"PRESENT",-71.97534,-15.59584
"4453",NA,"PRESENT",-64.36872,-24.067945
"4454",NA,"PRESENT",-64.39899,-24.093895
"4455",NA,"PRESENT",-71.90134,-15.610224
"4456",NA,"PRESENT",-65.92391,-26.591482
"4457",NA,"PRESENT",-72.578575,-13.382193
"4458",NA,"PRESENT",-81.145949,-5.971317
"4459",NA,"PRESENT",-81.149069,-5.945905
"4460",NA,"PRESENT",-77.378668,-8.003401
"4461",NA,"PRESENT",-77.389307,-8.01649
"4462",NA,"PRESENT",-77.370931,-8.046657
"4463",25,"PRESENT",-76.657823,-11.897033
"4464",25,"PRESENT",-72.547445,-13.509933
"4465",31394,"PRESENT",-75.355356,4.860103
"4466",30870,"PRESENT",-71.866698,-15.767967
"4467",5,"PRESENT",-72.5748,-13.395
"4468",NA,"PRESENT",-75.34434,4.971325
"4469",NA,"PRESENT",-78.2261,-0.53814
"4470",NA,"PRESENT",-77.850494,0.696585
"4471",NA,"PRESENT",-69.30146,-18.216103
"4472",NA,"PRESENT",-73.000435,-15.254004
"4473",NA,"PRESENT",-71.50834,-16.182281
"4474",NA,"PRESENT",-78.18203,-0.45594
"4475",NA,"PRESENT",-64.38841,-24.301752
"4476",NA,"PRESENT",-64.372284,-24.07667
"4477",NA,"PRESENT",-77.35967,-7.985579
"4478",NA,"PRESENT",-77.454454,-7.811289
"4479",NA,"PRESENT",-81.013211,-6.027975
"4480",NA,"PRESENT",-77.349784,-8.010355
"4481",NA,"PRESENT",-77.315259,-8.051051
"4482",NA,"PRESENT",-72.088611,-15.608056
"4483",NA,"PRESENT",-78.3202,-0.457874
"4484",NA,"PRESENT",-78.307,-0.477737
"4485",NA,"PRESENT",-64.95017,-23.621592
"4486",NA,"PRESENT",-72.66026,-13.34039
"4487",NA,"PRESENT",-72.584694,-13.379833
"4488",NA,"PRESENT",-72.573814,-13.386707
"4489",NA,"PRESENT",-72.66455,-13.324446
"4490",NA,"PRESENT",-63.73066,-18.179453
"4491",NA,"PRESENT",-72.447334,-13.264549
"4492",NA,"PRESENT",-76.6005,-11.746622
"4493",NA,"PRESENT",-67.82259,-16.631176
"4494",NA,"PRESENT",-64.39668,-24.299314
"4495",NA,"PRESENT",-76.312,2.347
"4496",NA,"PRESENT",-73.82242,4.6745
"4497",NA,"PRESENT",-65.123436,-22.220165
"4498",NA,"PRESENT",-71.948087,-15.527128
"4499",100,"PRESENT",-78.323264,-0.458125
"4500",100,"PRESENT",-78.323264,-0.456981
"4501",29433,"PRESENT",-67.966276,-29.84072
"4502",25,"PRESENT",-71.977572,-15.612163
"4503",25,"PRESENT",-71.936724,-15.613734
"4504",25,"PRESENT",-71.906466,-15.611146
"4505",25,"PRESENT",-71.906459,-15.611168
"4506",10,"PRESENT",-72.472631,-13.554093
"4507",NA,"PRESENT",-67.61638,-25.51946
"4508",NA,"PRESENT",-64.8128,-17.746237
"4509",NA,"PRESENT",-64.61436,-17.857296
"4510",NA,"PRESENT",-69.324425,-18.213915
"4511",NA,"PRESENT",-64.44662,-22.548075
"4512",NA,"PRESENT",-63.722076,-19.818985
"4513",NA,"PRESENT",-79.522,-5.823
"4514",NA,"PRESENT",-65.66219,-26.98886
"4515",NA,"PRESENT",-65.66174,-27.028372
"4516",NA,"PRESENT",-65.776566,-25.180113
"4517",NA,"PRESENT",-65.84406,-25.18262
"4518",NA,"PRESENT",-65.8489,-25.170715
"4519",NA,"PRESENT",-78.26034,-0.505708
"4520",NA,"PRESENT",-72.23397,-13.266095
"4521",NA,"PRESENT",-65.30548,-24.493866
"4522",NA,"PRESENT",-78.22563,-0.51128
"4523",NA,"PRESENT",-65.66213,-26.988276
"4524",NA,"PRESENT",-65.7766,-25.1802
"4525",NA,"PRESENT",-65.844,-25.1825
"4526",NA,"PRESENT",-65.4877,-24.1201
"4527",NA,"PRESENT",-69.314224,-18.221525
"4528",NA,"PRESENT",-64.8568,-25.2313
"4529",NA,"PRESENT",-66.1781,-24.8067
"4530",NA,"PRESENT",-65.94711,-28.096582
"4531",NA,"PRESENT",-77.596924,-9.05287
"4532",NA,"PRESENT",-77.373472,-8.011096
"4533",NA,"PRESENT",-77.3566,-8.021017
"4534",25,"PRESENT",-78.320945,-0.45814
"4535",30683,"PRESENT",-63.421794,-18.012118
"4536",31451,"PRESENT",-78.201093,-0.441538
"4537",31451,"PRESENT",-78.247034,-0.379791
"4538",31344,"PRESENT",-77.946188,-6.747575
"4539",31126,"PRESENT",-76.606409,-11.799655
"4540",31126,"PRESENT",-76.433782,-11.793609
"4541",NA,"PRESENT",-78.158875,-0.542234
"4542",NA,"PRESENT",-78.1828,-0.51898
"4543",NA,"PRESENT",-78.18432,-0.51767
"4544",NA,"PRESENT",-78.15887,-0.54223
"4545",NA,"PRESENT",-78.22755,-0.536239
"4546",NA,"PRESENT",-78.3114,-0.4721
"4547",NA,"PRESENT",-78.27048,-0.492375
"4548",NA,"PRESENT",-65.407684,-24.705944
"4549",NA,"PRESENT",-78.19009,-0.53337
"4550",NA,"PRESENT",-72.56384,-13.344937
"4551",NA,"PRESENT",-76.62142,-11.836943
"4552",NA,"PRESENT",-65.48028,-24.698845
"4553",NA,"PRESENT",-78.17,-0.5482
"4554",NA,"PRESENT",-78.10723,-0.419047
"4555",NA,"PRESENT",-77.364389,-7.975321
"4556",NA,"PRESENT",-77.311053,-8.056218
"4557",31451,"PRESENT",-78.325774,-0.464055
"4558",NA,"PRESENT",-76.60822,-11.745633
"4559",NA,"PRESENT",-65.7295,-26.77639
"4560",NA,"PRESENT",-78.01958,0.033388
"4561",NA,"PRESENT",-77.364127,-7.977058
"4562",30870,"PRESENT",-72.069268,-15.742806
"4563",30377,"PRESENT",-65.811503,-21.57897
"4564",30377,"PRESENT",-65.808154,-21.413387
"4565",30913,"PRESENT",-75.272686,-15.026231
"4566",NA,"PRESENT",-73.243225,-14.296038
"4567",NA,"PRESENT",-78.20684,-0.512486
"4568",NA,"PRESENT",-73.72545,4.628965
"4569",NA,"PRESENT",-71.21368,-29.397917
"4570",NA,"PRESENT",-68.027,-16.358356
"4571",NA,"PRESENT",-73.18336,-13.96346
"4572",30885,"PRESENT",-71.924853,-15.449992
"4573",NA,"PRESENT",-72.54501,-13.162896
"4574",NA,"PRESENT",-66.93694,-26.616703
"4575",NA,"PRESENT",-78.27141,-0.304783
"4576",NA,"PRESENT",-69.077225,-18.429457
"4577",NA,"PRESENT",-69.23859,-18.502401
"4578",NA,"PRESENT",-75.350136,4.933545
"4579",NA,"PRESENT",-71.97624,-15.623202
"4580",NA,"PRESENT",-67.77191,-28.828474
"4581",10,"PRESENT",-69.598903,-18.306238
"4582",NA,"PRESENT",-74.94343,-14.828178
"4583",NA,"PRESENT",-69.57367,-18.227068
"4584",NA,"PRESENT",-64.50419,-23.931473
"4585",NA,"PRESENT",-71.871185,-13.439713
"4586",NA,"PRESENT",-79.1504,-2.845319
"4587",NA,"PRESENT",-64.41981,-24.25874
"4588",NA,"PRESENT",-66.2881,-28.887444
"4589",NA,"PRESENT",-72.86993,-14.492217
"4590",NA,"PRESENT",-72.86156,-14.507072
"4591",NA,"PRESENT",-72.8803,-14.510711
"4592",NA,"PRESENT",-72.93322,-14.412228
"4593",NA,"PRESENT",-72.8953,-14.455629
"4594",NA,"PRESENT",-72.936905,-14.410355
"4595",NA,"PRESENT",-72.90654,-14.441703
"4596",NA,"PRESENT",-72.91654,-14.666892
"4597",NA,"PRESENT",-76.62052,-11.748957
"4598",30841,"PRESENT",-71.789685,-16.095246
"4599",1000,"PRESENT",-74.423218,-15.390665
"4600",10,"PRESENT",-71.905124,-15.6101
"4601",10,"PRESENT",-71.906083,-15.612146
"4602",10,"PRESENT",-71.904398,-15.610586
"4603",10,"PRESENT",-69.216143,-18.042293
"4604",10,"PRESENT",-69.213845,-18.450693
"4605",10,"PRESENT",-69.029807,-18.793164
"4606",NA,"PRESENT",-77.783806,-6.74273
"4607",NA,"PRESENT",-72.17065,-15.659817
"4608",NA,"PRESENT",-79.22361,-2.781963
"4609",77962,"PRESENT",-72.179738,-15.691175
"4610",77962,"PRESENT",-72.165998,-15.702145
"4611",NA,"PRESENT",-77.80586,-6.721893
"4612",NA,"PRESENT",-71.8707,-15.608771
"4613",NA,"PRESENT",-71.904144,-15.610879
"4614",NA,"PRESENT",-72.469025,-13.550935
"4615",NA,"PRESENT",-68.739,-15.232
"4616",NA,"PRESENT",-72.56624,-13.369457
"4617",NA,"PRESENT",-72.67586,-15.04967
"4618",NA,"PRESENT",-72.69306,-15.05866
"4619",NA,"PRESENT",-73.18388,-15.302703
"4620",NA,"PRESENT",-76.24528,-11.408977
"4621",NA,"PRESENT",-72.4308,-13.247297
"4622",NA,"PRESENT",-78.16086,-0.555659
"4623",NA,"PRESENT",-78.53405,0.079994
"4624",NA,"PRESENT",-72.55389,-13.299303
"4625",NA,"PRESENT",-77.339836,-9.641644
"4626",NA,"PRESENT",-76.91653,-10.330055
"4627",NA,"PRESENT",-65.60958,-28.482094
"4628",NA,"PRESENT",-65.89848,-28.133127
"4629",NA,"PRESENT",-64.87703,-18.742987
"4630",NA,"PRESENT",-68.0444,-21.5761
"4631",NA,"PRESENT",-67.77741,-22.196388
"4632",NA,"PRESENT",-64.42673,-24.261852
"4633",NA,"PRESENT",-76.94541,-10.230362
"4634",NA,"PRESENT",-75.36169,4.861068
"4635",NA,"PRESENT",-70.35713,-13.430029
"4636",NA,"PRESENT",-72.7353,-13.41033
"4637",NA,"PRESENT",-72.71325,-13.40875
"4638",NA,"PRESENT",-72.69364,-13.39802
"4639",NA,"PRESENT",-72.66255,-13.33706
"4640",NA,"PRESENT",-78.0869,0.201822
"4641",NA,"PRESENT",-65.96947,-26.371735
"4642",NA,"PRESENT",-65.399376,-24.314135
"4643",NA,"PRESENT",-65.422745,-24.30669
"4644",NA,"PRESENT",-76.582344,-11.72345
"4645",NA,"PRESENT",-75.94441,-12.022016
"4646",NA,"PRESENT",-65.43251,-24.077353
"4647",NA,"PRESENT",-63.65206,-18.1421
"4648",NA,"PRESENT",-72.30255,-13.138328
"4649",NA,"PRESENT",-64.5927,-17.98965
"4650",NA,"PRESENT",-64.395676,-24.289282
"4651",NA,"PRESENT",-75.33537,4.979652
"4652",1000,"PRESENT",-71.905761,-15.610558
"4653",29751,"PRESENT",-65.986772,-27.374051
"4654",NA,"PRESENT",-78.32313,-0.459038
"4655",NA,"PRESENT",-63.621826,-18.13484
"4656",NA,"PRESENT",-66.31091,-17.28514
"4657",NA,"PRESENT",-65.21707,-22.795174
"4658",NA,"PRESENT",-71.63292,-13.200307
"4659",NA,"PRESENT",-79.90477,-5.975656
"4660",NA,"PRESENT",-77.6077,-9.035398
"4661",NA,"PRESENT",-66.175674,-25.648645
"4662",NA,"PRESENT",-65.69064,-26.887243
"4663",NA,"PRESENT",-77.79814,-6.723478
"4664",NA,"PRESENT",-74.98061,-13.322896
"4665",NA,"PRESENT",-65.810936,-27.356827
"4666",NA,"PRESENT",-72.83408,-14.555694
"4667",NA,"PRESENT",-72.85467,-14.576944
"4668",NA,"PRESENT",-72.86764,-14.495778
"4669",NA,"PRESENT",-72.88729,-14.505571
"4670",NA,"PRESENT",-72.88438,-14.478643
"4671",NA,"PRESENT",-72.93626,-14.413318
"4672",31451,"PRESENT",-78.324197,-0.490855
"4673",100,"PRESENT",-72.014576,-15.599896
"4674",NA,"PRESENT",-75.79942,-12.204159
"4675",NA,"PRESENT",-77.80483,-8.5946
"4676",NA,"PRESENT",-78.114944,-0.451807
"4677",31451,"PRESENT",-78.101773,-0.446521
"4678",NA,"PRESENT",-66.18622,-28.739588
"4679",NA,"PRESENT",-66.104454,-28.33522
"4680",NA,"PRESENT",-66.83557,-29.164305
"4681",NA,"PRESENT",-75.475044,4.944907
"4682",NA,"PRESENT",-78.33389,-0.46966
"4683",NA,"PRESENT",-64.88802,-23.684223
"4684",NA,"PRESENT",-72.86373,-13.624216
"4685",NA,"PRESENT",-72.498184,-13.233985
"4686",31451,"PRESENT",-78.077174,-0.422667
"4687",NA,"PRESENT",-65.4483,-23.677437
"4688",NA,"PRESENT",-77.606735,-9.031578
"4689",NA,"PRESENT",-64.90532,-23.67014
"4690",NA,"PRESENT",-66.12134,-21.8675
"4691",NA,"PRESENT",-64.89956,-23.6841
"4692",NA,"PRESENT",-66.14908,-22.741901
"4693",NA,"PRESENT",-66.784,-16.698
"4694",NA,"PRESENT",-66.789,-16.762
"4695",NA,"PRESENT",-66.39394,-17.247793
"4696",NA,"PRESENT",-66.428535,-17.163671
"4697",NA,"PRESENT",-66.59543,-16.954187
"4698",NA,"PRESENT",-66.72478,-16.74492
"4699",NA,"PRESENT",-66.78982,-16.773829
"4700",NA,"PRESENT",-75.80732,-12.225567
"4701",NA,"PRESENT",-78.31621,-0.463681
"4702",NA,"PRESENT",-64.38787,-24.289373
"4703",NA,"PRESENT",-77.565475,-9.045246
"4704",NA,"PRESENT",-65.30447,-17.584618
"4705",NA,"PRESENT",-64.699,-17.841
"4706",NA,"PRESENT",-64.56,-17.93
"4707",NA,"PRESENT",-65.404366,-24.118284
"4708",NA,"PRESENT",-65.91964,-26.58324
"4709",NA,"PRESENT",-65.46444,-23.946808
"4710",NA,"PRESENT",-72.26859,-13.262831
"4711",NA,"PRESENT",-78.32153,-0.458315
"4712",NA,"PRESENT",-64.597786,-18.029955
"4713",NA,"PRESENT",-64.60772,-17.91047
"4714",NA,"PRESENT",-64.823,-18.131
"4715",NA,"PRESENT",-64.90335,-23.670025
"4716",NA,"PRESENT",-76.46097,-11.36995
"4717",NA,"PRESENT",-78.1917,-0.32037
"4718",NA,"PRESENT",-66.156334,-24.418333
"4719",NA,"PRESENT",-65.7612,-18.065577
"4720",NA,"PRESENT",-67.76563,-29.005405
"4721",NA,"PRESENT",-66.410385,-27.426828
"4722",NA,"PRESENT",-71.37096,-16.404686
"4723",NA,"PRESENT",-71.849625,-13.423697
"4724",NA,"PRESENT",-77.36978,-8.048299
"4725",NA,"PRESENT",-77.307991,-8.050378
"4726",NA,"PRESENT",-77.533808,-7.705141
"4727",NA,"PRESENT",-77.533977,-7.724353
"4728",NA,"PRESENT",-77.327009,-8.034688
"4729",NA,"PRESENT",-77.519089,-7.822657
"4730",NA,"PRESENT",-77.490562,-7.643615
"4731",NA,"PRESENT",-77.240704,-7.613511
"4732",NA,"PRESENT",-77.459912,-7.735595
"4733",NA,"PRESENT",-77.423538,-7.876268
"4734",NA,"PRESENT",-77.417087,-7.928092
