"","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"1",29656,"PRESENT",-65.999237,-28.032146
"2",31451,"PRESENT",-78.300965,-0.498804
"3",31451,"PRESENT",-78.318678,-0.540042
"4",31451,"PRESENT",-78.248162,-0.421043
"5",31451,"PRESENT",-78.245281,-0.589596
"6",25,"PRESENT",-73.52838,5.661988
"7",11,"PRESENT",-78.3193,-0.458124
"8",30025,"PRESENT",-65.24432,-24.947842
"9",31451,"PRESENT",-78.446485,-0.141861
"10",31444,"PRESENT",-78.568922,-1.758803
"11",31451,"PRESENT",-78.165687,-0.556971
"12",31451,"PRESENT",-78.25526,-0.559408
"13",31104,"PRESENT",-76.408609,-12.077115
"14",31104,"PRESENT",-76.420502,-12.141982
"15",31451,"PRESENT",-78.088632,-0.504909
"16",31451,"PRESENT",-78.211321,-0.298879
"17",4,"PRESENT",-78.2687,-0.49238
"18",4,"PRESENT",-78.3193,-0.458092
"19",31451,"PRESENT",-78.318802,-0.463649
"20",31451,"PRESENT",-78.351955,-0.419958
"21",31451,"PRESENT",-78.162591,0.334086
"22",29891,"PRESENT",-66.001483,-26.0638
"23",31451,"PRESENT",-78.289079,-0.347544
"24",31451,"PRESENT",-78.284252,-0.584115
"25",31451,"PRESENT",-78.28104,-0.483324
"26",31438,"PRESENT",-76.320127,2.205787
"27",29727,"PRESENT",-68.182234,-27.497117
"28",31451,"PRESENT",-78.397327,-0.517156
"29",30196,"PRESENT",-65.082486,-23.370062
"30",30196,"PRESENT",-65.000642,-23.3826
"31",30196,"PRESENT",-65.191831,-23.399689
"32",30196,"PRESENT",-65.039661,-23.359391
"33",30196,"PRESENT",-65.114019,-23.279031
"34",30196,"PRESENT",-65.111302,-23.27066
"35",30318,"PRESENT",-65.518658,-22.088551
"36",30196,"PRESENT",-64.801609,-23.399584
"37",5,"PRESENT",-78.495979,-0.594145
"38",NA,"PRESENT",-76.9235,-12.0078
"39",NA,"PRESENT",-78.767485,-1.443017
"40",30258,"PRESENT",-65.342552,-22.642092
"41",31451,"PRESENT",-78.277966,-0.501874
"42",31451,"PRESENT",-78.341222,-0.503514
"43",31451,"PRESENT",-78.387659,-0.597234
"44",31451,"PRESENT",-78.288355,-0.516219
"45",30025,"PRESENT",-65.212294,-24.970212
"46",31398,"PRESENT",-75.404198,4.720211
"47",1982403,"PRESENT",-72.749232,3.267658
"48",31451,"PRESENT",-78.330797,0.483033
"49",31451,"PRESENT",-78.011086,-0.317392
"50",31451,"PRESENT",-78.169647,-0.483211
"51",31451,"PRESENT",-78.141664,-0.455551
"52",31451,"PRESENT",-78.198352,-0.516254
"53",31451,"PRESENT",-78.148823,-0.428022
"54",31451,"PRESENT",-78.019232,-0.534882
"55",30913,"PRESENT",-75.21894,-15.146838
"56",5,"PRESENT",-78.323372,-0.456547
"57",15,"PRESENT",-78.324179,-0.454431
"58",32,"PRESENT",-78.330053,-0.455066
"59",16,"PRESENT",-78.319287,-0.458075
"60",16,"PRESENT",-78.247019,-0.295029
"61",3,"PRESENT",-78.246895,-0.294931
"62",31115,"PRESENT",-76.411039,-11.847484
"63",31057,"PRESENT",-74.830578,-12.888585
"64",31398,"PRESENT",-75.48594,4.604655
"65",31438,"PRESENT",-76.496217,2.239864
"66",30025,"PRESENT",-65.361341,-24.815983
"67",31451,"PRESENT",-78.328537,-0.561859
"68",30870,"PRESENT",-71.996056,-15.694674
"69",31451,"PRESENT",-78.479774,0.116922
"70",30795,"PRESENT",-67.626889,-16.687253
"71",31441,"PRESENT",-76.416051,2.178204
"72",31451,"PRESENT",-78.20583,-0.494471
"73",31451,"PRESENT",-78.182156,-0.4776
"74",31450,"PRESENT",-78.5637,-0.793104
"75",31451,"PRESENT",-78.511315,-0.542627
"76",31451,"PRESENT",-78.571309,-0.490858
"77",31450,"PRESENT",-78.585652,-0.651378
"78",31020,"PRESENT",-72.900511,-13.447444
"79",4,"PRESENT",-78.310944,-0.472637
"80",3,"PRESENT",-78.319267,-0.458112
"81",1,"PRESENT",-78.319283,-0.458102
"82",6,"PRESENT",-65.837494,-25.191799
"83",4,"PRESENT",-65.658363,-25.160646
"84",11,"PRESENT",-78.319366,-0.458093
"85",4,"PRESENT",-78.319283,-0.4581
"86",25,"PRESENT",-78.319232,-0.458115
"87",30810,"PRESENT",-67.916122,-16.560286
"88",31451,"PRESENT",-78.192641,-0.415245
"89",31451,"PRESENT",-78.187309,-0.423054
"90",30780,"PRESENT",-70.701776,-16.882506
"91",31451,"PRESENT",-78.310154,-0.253945
"92",30870,"PRESENT",-71.821976,-15.765202
"93",30870,"PRESENT",-71.884191,-15.798528
"94",760,"PRESENT",-78.182831,-0.377652
"95",3,"PRESENT",-71.904152,-15.611601
"96",31398,"PRESENT",-75.538616,4.650302
"97",30047,"PRESENT",-65.562156,-24.686065
"98",30683,"PRESENT",-64.938814,-18.068252
"99",30683,"PRESENT",-64.910617,-18.046467
"100",30870,"PRESENT",-71.896102,-15.748493
"101",31344,"PRESENT",-77.936403,-6.747774
"102",31398,"PRESENT",-75.443834,4.644516
"103",3,"PRESENT",-78.324707,-0.45958
"104",31032,"PRESENT",-72.334944,-13.299057
"105",31032,"PRESENT",-72.297254,-13.231921
"106",31020,"PRESENT",-73.058252,-13.456395
"107",55865,"PRESENT",-67.928678,-29.829557
"108",31451,"PRESENT",-78.396431,-0.534034
"109",31020,"PRESENT",-72.752841,-13.519632
"110",77962,"PRESENT",-72.158398,-15.684943
"111",77962,"PRESENT",-72.143577,-15.681683
"112",77962,"PRESENT",-72.00698,-15.68589
"113",30870,"PRESENT",-71.863531,-15.662062
"114",29704,"PRESENT",-67.094441,-27.743754
"115",29704,"PRESENT",-67.006472,-27.789644
"116",29775,"PRESENT",-66.993097,-27.001961
"117",30025,"PRESENT",-65.333132,-24.956228
"118",31115,"PRESENT",-76.555535,-11.855951
"119",30025,"PRESENT",-65.273485,-24.87111
"120",29981,"PRESENT",-65.945929,-25.303492
"121",30196,"PRESENT",-65.114012,-23.347761
"122",29751,"PRESENT",-65.844781,-27.313199
"123",31451,"PRESENT",-78.27682,-0.593316
"124",31451,"PRESENT",-78.285051,-0.523634
"125",4,"PRESENT",-76.26248,-11.582325
"126",1,"PRESENT",-78.216042,-0.504587
"127",30258,"PRESENT",-65.277241,-22.765901
"128",29981,"PRESENT",-65.240463,-25.295173
"129",31451,"PRESENT",-78.004517,-0.58886
"130",31451,"PRESENT",-78.095169,-0.569645
"131",30870,"PRESENT",-71.806914,-15.624453
"132",30870,"PRESENT",-71.947583,-15.795224
"133",30994,"PRESENT",-72.736799,-13.913069
"134",30994,"PRESENT",-72.78465,-13.960512
"135",31020,"PRESENT",-72.959736,-13.486261
"136",31398,"PRESENT",-75.522917,4.645518
"137",30885,"PRESENT",-71.603739,-15.592076
"138",31020,"PRESENT",-71.707256,-13.502744
"139",30870,"PRESENT",-71.979184,-15.749912
"140",30870,"PRESENT",-71.834018,-15.711382
"141",30870,"PRESENT",-71.858255,-15.656071
"142",30870,"PRESENT",-71.936134,-15.612451
"143",30870,"PRESENT",-71.867474,-15.722883
"144",30870,"PRESENT",-71.810978,-15.734037
"145",30870,"PRESENT",-71.813689,-15.602294
"146",30870,"PRESENT",-71.808838,-15.659409
"147",30683,"PRESENT",-64.209953,-18.072586
"148",30298,"PRESENT",-65.209959,-22.230847
"149",30154,"PRESENT",-64.809314,-23.60302
"150",31126,"PRESENT",-76.516912,-11.625723
"151",30870,"PRESENT",-71.907834,-15.607156
"152",10,"PRESENT",-78.210826,-0.316285
"153",8,"PRESENT",-78.210754,-0.316289
"154",3,"PRESENT",-71.977333,-15.605348
"155",3,"PRESENT",-71.956367,-15.603221
"156",25,"PRESENT",-71.962845,-15.609764
"157",30154,"PRESENT",-64.988466,-23.700093
"158",31115,"PRESENT",-76.540548,-11.954435
"159",31020,"PRESENT",-72.84988,-13.488172
"160",30318,"PRESENT",-65.573667,-22.054454
"161",30298,"PRESENT",-65.369111,-22.307321
"162",30298,"PRESENT",-65.218618,-22.328069
"163",30298,"PRESENT",-65.309916,-22.247787
"164",30318,"PRESENT",-65.430521,-22.062504
"165",30318,"PRESENT",-65.59057,-22.060506
"166",30318,"PRESENT",-65.521597,-22.159248
"167",30318,"PRESENT",-65.56226,-22.173805
"168",30298,"PRESENT",-65.343327,-22.395863
"169",30298,"PRESENT",-65.385921,-22.347778
"170",31398,"PRESENT",-75.419991,4.702322
"171",30870,"PRESENT",-71.945046,-15.674708
"172",30870,"PRESENT",-71.814618,-15.609014
"173",7,"PRESENT",-76.61126,-11.738682
"174",14,"PRESENT",-76.611213,-11.738739
"175",3,"PRESENT",-78.24942,-0.495216
"176",3,"PRESENT",-78.315826,-0.45248
"177",24,"PRESENT",-76.435874,-11.626443
"178",6,"PRESENT",-76.434652,-11.627834
"179",31126,"PRESENT",-76.577204,-11.641272
"180",30196,"PRESENT",-64.858034,-23.24997
"181",30258,"PRESENT",-65.327174,-22.712253
"182",30258,"PRESENT",-65.220679,-22.733047
"183",31438,"PRESENT",-76.011822,2.210376
"184",30025,"PRESENT",-65.246449,-24.878564
"185",31451,"PRESENT",-78.202049,-0.48449
"186",30870,"PRESENT",-71.923187,-15.628841
"187",29680,"PRESENT",-65.87081,-27.944768
"188",29822,"PRESENT",-65.659651,-26.702327
"189",30003,"PRESENT",-65.892796,-25.13253
"190",31451,"PRESENT",-78.408875,-0.587241
"191",30154,"PRESENT",-64.931742,-23.640491
"192",3,"PRESENT",-65.803078,-25.187534
"193",4,"PRESENT",-65.852812,-25.187347
"194",4,"PRESENT",-65.803016,-25.187515
"195",10,"PRESENT",-76.461838,-11.652673
"196",10,"PRESENT",-76.605379,-11.745033
"197",16,"PRESENT",-78.319193,-0.458033
"198",24,"PRESENT",-78.192616,-0.337527
"199",29798,"PRESENT",-65.763323,-26.8673
"200",31428,"PRESENT",-79.15814,-3.097761
"201",29508,"PRESENT",-71.278293,-29.268657
"202",30025,"PRESENT",-64.9127,-24.848519
"203",30025,"PRESENT",-64.872016,-24.937626
"204",31032,"PRESENT",-72.45188,-13.393838
"205",30870,"PRESENT",-68.698277,-15.621761
"206",31451,"PRESENT",-78.370957,-0.41358
"207",31451,"PRESENT",-78.304307,-0.415607
"208",31451,"PRESENT",-78.414259,-0.168289
"209",31451,"PRESENT",-78.374516,-0.505329
"210",31451,"PRESENT",-78.337864,-0.448317
"211",31451,"PRESENT",-78.231506,-0.080678
"212",31451,"PRESENT",-78.356321,-0.48392
"213",29508,"PRESENT",-71.370528,-29.322741
"214",8,"PRESENT",-76.619881,-11.75266
"215",3,"PRESENT",-78.283012,-0.490226
"216",3,"PRESENT",-78.319283,-0.458071
"217",4,"PRESENT",-71.861885,-15.674973
"218",29558,"PRESENT",-71.232969,-28.85031
"219",29533,"PRESENT",-70.630255,-29.111144
"220",31448,"PRESENT",-78.351809,-1.16451
"221",29822,"PRESENT",-65.711308,-26.749844
"222",31451,"PRESENT",-78.236744,-0.509284
"223",2,"PRESENT",-65.851562,-25.181498
"224",3,"PRESENT",-65.846947,-25.17177
"225",30258,"PRESENT",-65.250211,-22.778793
"226",31450,"PRESENT",-78.522179,-0.750571
"227",31451,"PRESENT",-78.091498,0.145568
"228",30112,"PRESENT",-64.317039,-24.029533
"229",29607,"PRESENT",-65.745101,-28.463309
"230",29981,"PRESENT",-65.570498,-25.310044
"231",29727,"PRESENT",-65.842757,-27.47097
"232",31115,"PRESENT",-76.454776,-11.956098
"233",NA,"PRESENT",-65.27778,-26.55634
"234",NA,"PRESENT",-75.482,4.937
"235",NA,"PRESENT",-64.41885,-24.260221
"236",NA,"PRESENT",-75.48847,4.637669
"237",NA,"PRESENT",-78.7535,-1.232402
"238",NA,"PRESENT",-67.04827,-29.167564
"239",NA,"PRESENT",-75.5623,4.636612
"240",NA,"PRESENT",-78.75324,-0.727886
"241",NA,"PRESENT",-78.058846,0.076518
"242",NA,"PRESENT",-76.15173,-11.878942
"243",NA,"PRESENT",-78.32322,-0.459139
"244",NA,"PRESENT",-78.31576,-0.467084
"245",NA,"PRESENT",-79.45642,-3.56632
"246",NA,"PRESENT",-64.79269,-19.363623
"247",NA,"PRESENT",-71.950325,-15.611134
"248",NA,"PRESENT",-72.94917,10.362684
"249",NA,"PRESENT",-78.32322,-0.459152
"250",NA,"PRESENT",-71.83138,-13.837587
"251",NA,"PRESENT",-78.21924,-0.4968
"252",NA,"PRESENT",-75.354324,4.91889
"253",NA,"PRESENT",-65.85285,-25.18424
"254",NA,"PRESENT",-71.76037,-14.02979
"255",NA,"PRESENT",-65.69858,-24.880554
"256",NA,"PRESENT",-78.19232,-0.320443
"257",NA,"PRESENT",-68.12904,-26.9135
"258",NA,"PRESENT",-64.4003,-24.098343
"259",NA,"PRESENT",-65.86052,-27.34059
"260",NA,"PRESENT",-65.68914,-26.373566
"261",NA,"PRESENT",-65.61963,-26.311607
"262",NA,"PRESENT",-65.68408,-26.378971
"263",NA,"PRESENT",-65.63668,-26.329645
"264",NA,"PRESENT",-65.70884,-26.82966
"265",NA,"PRESENT",-65.72257,-26.813213
"266",NA,"PRESENT",-65.34292,-25.088785
"267",NA,"PRESENT",-65.73011,-24.979738
"268",NA,"PRESENT",-78.22558,-0.544502
"269",NA,"PRESENT",-64.51543,-17.907879
"270",NA,"PRESENT",-78.43761,-1.671195
"271",NA,"PRESENT",-66.1525,-26.980587
"272",NA,"PRESENT",-72.530914,-13.477252
"273",NA,"PRESENT",-72.53086,-13.47523
"274",NA,"PRESENT",-78.30196,-0.271118
"275",NA,"PRESENT",-64.95291,-23.622114
"276",NA,"PRESENT",-64.90118,-23.68103
"277",NA,"PRESENT",-72.53,-13.472815
"278",NA,"PRESENT",-78.29207,-0.28576
"279",NA,"PRESENT",-64.51076,-24.3179
"280",NA,"PRESENT",-65.30434,-25.29194
"281",NA,"PRESENT",-65.31342,-25.275276
"282",NA,"PRESENT",-64.36624,-24.0654
"283",NA,"PRESENT",-64.39986,-24.183338
"284",NA,"PRESENT",-65.815704,-25.182184
"285",NA,"PRESENT",-73.90345,10.899707
"286",NA,"PRESENT",-72.92114,-14.390971
"287",NA,"PRESENT",-65.799034,-26.704369
"288",NA,"PRESENT",-65.797195,-26.709473
"289",NA,"PRESENT",-65.91984,-26.217934
"290",NA,"PRESENT",-76.60862,-11.744107
"291",NA,"PRESENT",-75.5427,2.467384
"292",NA,"PRESENT",-64.897766,-23.676985
"293",NA,"PRESENT",-64.94173,-23.627743
"294",NA,"PRESENT",-65.87279,-27.285595
"295",NA,"PRESENT",-65.47457,-24.113836
"296",NA,"PRESENT",-65.47586,-23.820435
"297",NA,"PRESENT",-64.86143,-23.728193
"298",NA,"PRESENT",-64.982,-23.647833
"299",NA,"PRESENT",-78.429565,-0.700233
"300",NA,"PRESENT",-66.38998,-27.348663
"301",NA,"PRESENT",-72.53084,-13.475845
"302",NA,"PRESENT",-75.189865,4.606448
"303",NA,"PRESENT",-75.414345,4.79966
"304",NA,"PRESENT",-75.45317,4.625232
"305",NA,"PRESENT",-75.44809,4.649316
"306",NA,"PRESENT",-70.47488,-29.497738
"307",31337,"PRESENT",-72.71896,6.856649
"308",30649,"PRESENT",-64.969529,-18.501832
"309",30632,"PRESENT",-64.935168,-18.677403
"310",31451,"PRESENT",-78.28649,-0.407926
"311",NA,"PRESENT",-68.86979,-21.007103
"312",NA,"PRESENT",-75.33624,4.980222
"313",NA,"PRESENT",-78.31925,-0.45809
"314",NA,"PRESENT",-78.33335,-0.448169
"315",NA,"PRESENT",-71.78725,-15.61948
"316",NA,"PRESENT",-70.795456,-29.811735
"317",NA,"PRESENT",-64.63333,-24.7
"318",NA,"PRESENT",-78.16492,0.170075
"319",NA,"PRESENT",-78.19575,-0.378708
"320",NA,"PRESENT",-75.564064,4.46771
"321",NA,"PRESENT",-75.56374,4.470941
"322",NA,"PRESENT",-65.339966,-24.301786
"323",NA,"PRESENT",-75.566666,4.464665
"324",NA,"PRESENT",-78.70954,-0.94716
"325",NA,"PRESENT",-65.30343,-25.295517
"326",NA,"PRESENT",-65.386475,-24.69976
"327",NA,"PRESENT",-65.693,-26.378
"328",NA,"PRESENT",-65.671,-26.371
"329",NA,"PRESENT",-65.61366,-26.302488
"330",NA,"PRESENT",-65.680046,-26.378298
"331",NA,"PRESENT",-65.33972,-24.295773
"332",NA,"PRESENT",-67.67583,-19.84983
"333",NA,"PRESENT",-75.4669,4.650085
"334",NA,"PRESENT",-74.15226,-14.669735
"335",NA,"PRESENT",-79.363625,-3.376959
"336",NA,"PRESENT",-72.24909,-13.293789
"337",NA,"PRESENT",-64.42592,-21.420479
"338",NA,"PRESENT",-76.76428,-11.260815
"339",NA,"PRESENT",-65.49336,-28.483831
"340",NA,"PRESENT",-71.90616,-15.61069
"341",NA,"PRESENT",-75.38318,4.837351
"342",NA,"PRESENT",-75.481125,4.639599
"343",NA,"PRESENT",-76.40052,2.371187
"344",NA,"PRESENT",-72.897644,10.367147
"345",NA,"PRESENT",-73.9064,10.90917
"346",NA,"PRESENT",-65.786644,-25.202694
"347",NA,"PRESENT",-65.69121,-26.38489
"348",NA,"PRESENT",-75.45478,4.66529
"349",NA,"PRESENT",-75.481674,4.639701
"350",NA,"PRESENT",-75.48192,4.639708
"351",NA,"PRESENT",-65.82591,-24.607683
"352",NA,"PRESENT",-76.58288,-11.720823
"353",NA,"PRESENT",-72.99954,7.76313
"354",NA,"PRESENT",-75.467415,4.931732
"355",NA,"PRESENT",-72.73246,10.699011
"356",NA,"PRESENT",-74.05991,-14.564985
"357",NA,"PRESENT",-67.69697,-28.88862
"358",NA,"PRESENT",-67.68384,-29.10895
"359",NA,"PRESENT",-65.16945,-25.17734
"360",NA,"PRESENT",-78.43327,-1.672569
"361",NA,"PRESENT",-65.35078,-25.297108
"362",NA,"PRESENT",-75.44789,4.644824
"363",NA,"PRESENT",-73.05514,7.879575
"364",NA,"PRESENT",-64.41869,-24.260256
"365",NA,"PRESENT",-65.21656,-22.790821
"366",NA,"PRESENT",-78.18661,-0.513947
"367",NA,"PRESENT",-78.205666,-0.532664
"368",NA,"PRESENT",-64.83958,-18.624098
"369",NA,"PRESENT",-64.82363,-18.595505
"370",NA,"PRESENT",-64.8499,-18.551954
"371",NA,"PRESENT",-76.55951,-11.6971
"372",NA,"PRESENT",-67.03616,-27.664057
"373",NA,"PRESENT",-76.45283,2.382483
"374",NA,"PRESENT",-64.42145,-24.256203
"375",NA,"PRESENT",-65.37068,-24.572685
"376",NA,"PRESENT",-64.931,-23.679352
"377",NA,"PRESENT",-68.777695,-19.715902
"378",NA,"PRESENT",-65.72289,-26.797506
"379",NA,"PRESENT",-65.485664,-24.634333
"380",NA,"PRESENT",-65.796326,-26.706455
"381",NA,"PRESENT",-72.923,10.443
"382",NA,"PRESENT",-67.56911,-29.126656
"383",NA,"PRESENT",-75.423615,4.879167
"384",NA,"PRESENT",-78.44913,-0.587849
"385",NA,"PRESENT",-65.4742,-23.922632
"386",31451,"PRESENT",-78.249322,-0.429943
"387",31451,"PRESENT",-78.279574,-0.530054
"388",31451,"PRESENT",-78.304477,-0.532209
"389",31451,"PRESENT",-78.390289,-0.433729
"390",31398,"PRESENT",-75.546663,4.67599
"391",31451,"PRESENT",-78.361859,-0.522732
"392",30870,"PRESENT",-68.84893,-15.616947
"393",NA,"PRESENT",-76.61006,-11.739916
"394",NA,"PRESENT",-75.47968,4.935615
"395",NA,"PRESENT",-79.36926,-3.421939
"396",NA,"PRESENT",-66.30802,-17.320793
"397",NA,"PRESENT",-66.31049,-17.318905
"398",NA,"PRESENT",-65.20443,-23.141562
"399",NA,"PRESENT",-65.08932,-23.361704
"400",NA,"PRESENT",-64.86716,-23.699688
"401",NA,"PRESENT",-64.936195,-23.647938
"402",NA,"PRESENT",-65.0482,-24.6682
"403",NA,"PRESENT",-65.042015,-23.37044
"404",NA,"PRESENT",-78.47433,-0.612992
"405",NA,"PRESENT",-64.97655,-23.37031
"406",NA,"PRESENT",-64.97633,-23.354897
"407",NA,"PRESENT",-64.9918,-23.356632
"408",NA,"PRESENT",-64.98207,-23.354628
"409",NA,"PRESENT",-65.94388,-26.23208
"410",NA,"PRESENT",-65.822235,-26.641031
"411",NA,"PRESENT",-64.42024,-24.274025
"412",NA,"PRESENT",-65.81225,-25.181093
"413",NA,"PRESENT",-75.489075,4.637713
"414",NA,"PRESENT",-76.50982,-12.08052
"415",NA,"PRESENT",-64.828,-18.136
"416",NA,"PRESENT",-64.7296,-19.42142
"417",NA,"PRESENT",-76.393265,2.374528
"418",NA,"PRESENT",-75.54204,4.290129
"419",NA,"PRESENT",-78.23045,-0.518969
"420",NA,"PRESENT",-64.959755,-24.917421
"421",NA,"PRESENT",-64.81173,-19.50925
"422",NA,"PRESENT",-64.873,-18.144
"423",NA,"PRESENT",-71.84011,-14.00829
"424",NA,"PRESENT",-78.02075,0.071756
"425",NA,"PRESENT",-64.86362,-19.486126
"426",NA,"PRESENT",-75.350044,4.933667
"427",NA,"PRESENT",-72.74125,6.860895
"428",NA,"PRESENT",-65.658,-18.145
"429",NA,"PRESENT",-76.60496,-12.141813
"430",NA,"PRESENT",-76.61427,-12.1303
"431",NA,"PRESENT",-64.868,-18.151
"432",NA,"PRESENT",-69.18348,-19.684475
"433",NA,"PRESENT",-75.789696,-12.288187
"434",NA,"PRESENT",-65.405,-24.119534
"435",NA,"PRESENT",-76.7692,-10.5966
"436",NA,"PRESENT",-78.1177,0.20069
"437",NA,"PRESENT",-70.666275,-29.757603
"438",NA,"PRESENT",-65.62211,-24.311134
"439",NA,"PRESENT",-72.00642,-13.307811
"440",NA,"PRESENT",-64.40494,-24.117607
"441",NA,"PRESENT",-66.807495,-29.176298
"442",NA,"PRESENT",-75.488785,4.63642
"443",NA,"PRESENT",-65.75069,-25.965452
"444",NA,"PRESENT",-64.92362,-18.684643
"445",NA,"PRESENT",-64.66369,-18.575594
"446",NA,"PRESENT",-64.811775,-18.56416
"447",NA,"PRESENT",-64.3135,-18.68084
"448",NA,"PRESENT",-75.465416,4.63392
"449",NA,"PRESENT",-75.484276,4.855948
"450",NA,"PRESENT",-68.845604,-15.774159
"451",NA,"PRESENT",-78.48015,-0.680038
"452",NA,"PRESENT",-64.97076,-23.576206
"453",NA,"PRESENT",-67.14599,-29.298063
"454",NA,"PRESENT",-66.97799,-29.391602
"455",NA,"PRESENT",-78.425,-0.526
"456",NA,"PRESENT",-66.71499,-28.722595
"457",NA,"PRESENT",-65.48019,-24.10965
"458",31441,"PRESENT",-76.5823,2.184132
"459",29656,"PRESENT",-64.996418,-28.050126
"460",30632,"PRESENT",-65.045941,-18.70237
"461",31451,"PRESENT",-78.348176,-0.242658
"462",77962,"PRESENT",-72.176461,-15.7924
"463",31451,"PRESENT",-78.28342,-0.565952
"464",30795,"PRESENT",-70.757622,-16.732274
"465",30941,"PRESENT",-69.198671,-14.701347
"466",31451,"PRESENT",-78.191076,-0.422075
"467",31451,"PRESENT",-78.454268,-0.578469
"468",30683,"PRESENT",-65.632938,-18.090662
"469",NA,"PRESENT",-78.47225,-0.541669
"470",NA,"PRESENT",-65.85794,-25.181303
"471",NA,"PRESENT",-65.44906,-24.61325
"472",NA,"PRESENT",-66.00012,-26.643042
"473",NA,"PRESENT",-65.42119,-24.05114
"474",NA,"PRESENT",-65.628235,-28.116241
"475",NA,"PRESENT",-72.082596,-13.85476
"476",NA,"PRESENT",-64.9563,-23.516165
"477",NA,"PRESENT",-78.21541,-0.310559
"478",NA,"PRESENT",-78.304146,-0.452299
"479",NA,"PRESENT",-78.31298,-0.445767
"480",NA,"PRESENT",-78.31238,-0.454032
"481",NA,"PRESENT",-76.45294,2.382688
"482",NA,"PRESENT",-65.68733,-26.411333
"483",NA,"PRESENT",-65.60378,-25.119175
"484",NA,"PRESENT",-65.617676,-28.48054
"485",NA,"PRESENT",-65.61906,-28.476168
"486",NA,"PRESENT",-75.847786,-12.277295
"487",NA,"PRESENT",-64.8495,-23.760838
"488",NA,"PRESENT",-64.93707,-23.64848
"489",NA,"PRESENT",-75.50602,4.626979
"490",NA,"PRESENT",-78.156906,-0.551882
"491",NA,"PRESENT",-64.829956,-28.015066
"492",NA,"PRESENT",-65.270355,-24.071924
"493",NA,"PRESENT",-65.44199,-24.673359
"494",NA,"PRESENT",-78.86272,-2.424909
"495",NA,"PRESENT",-76.35644,-11.577478
"496",NA,"PRESENT",-76.43605,-11.62625
"497",NA,"PRESENT",-76.46011,-11.65017
"498",NA,"PRESENT",-65.08868,-23.364012
"499",NA,"PRESENT",-69.26824,-18.202616
"500",NA,"PRESENT",-65.271324,-25.29289
"501",NA,"PRESENT",-72.98289,-13.491851
"502",NA,"PRESENT",-76.26637,-11.577678
"503",NA,"PRESENT",-72.93187,7.432156
"504",NA,"PRESENT",-75.38472,4.838333
"505",NA,"PRESENT",-65.46107,-25.291441
"506",NA,"PRESENT",-65.44288,-24.675077
"507",NA,"PRESENT",-64.41899,-24.261473
"508",NA,"PRESENT",-67.34432,-17.109587
"509",NA,"PRESENT",-64.952324,-23.615341
"510",NA,"PRESENT",-64.418816,-24.260271
"511",NA,"PRESENT",-65.346596,-25.017958
"512",NA,"PRESENT",-76.59896,-11.735347
"513",NA,"PRESENT",-78.2304,-0.518789
"514",NA,"PRESENT",-69.588295,-18.279701
"515",NA,"PRESENT",-75.48334,4.939675
"516",NA,"PRESENT",-76.26228,-11.58099
"517",NA,"PRESENT",-78.156975,-0.551526
"518",NA,"PRESENT",-66.96634,-28.698992
"519",NA,"PRESENT",-67.89596,-16.489897
"520",NA,"PRESENT",-78.34176,-0.443674
"521",100,"PRESENT",-76.611259,-11.738912
"522",31398,"PRESENT",-75.405227,4.776136
"523",31126,"PRESENT",-76.635494,-11.662878
"524",31451,"PRESENT",-78.376777,-0.565656
"525",31451,"PRESENT",-78.366693,-0.564788
"526",29656,"PRESENT",-65.892534,-28.118605
"527",NA,"PRESENT",-72.690556,6.3505
"528",NA,"PRESENT",-72.710306,6.86925
"529",NA,"PRESENT",-76.48307,-11.390311
"530",NA,"PRESENT",-65.77128,-18.102448
"531",NA,"PRESENT",-65.50456,-25.682005
"532",NA,"PRESENT",-65.70202,-25.71157
"533",NA,"PRESENT",-78.35523,-1.099352
"534",NA,"PRESENT",-65.7645,-18.096148
"535",NA,"PRESENT",-76.24375,-11.114521
"536",NA,"PRESENT",-63.540527,-21.264341
"537",NA,"PRESENT",-78.23987,0.537191
"538",NA,"PRESENT",-75.44423,4.735953
"539",NA,"PRESENT",-75.48234,4.936788
"540",NA,"PRESENT",-78.27842,-8.580763
"541",NA,"PRESENT",-65.89678,-28.108055
"542",NA,"PRESENT",-76.49025,-11.890547
"543",NA,"PRESENT",-72.89008,-15.198133
"544",NA,"PRESENT",-66.32996,-17.27597
"545",NA,"PRESENT",-66.3787,-17.21125
"546",NA,"PRESENT",-65.701385,-25.155926
"547",NA,"PRESENT",-72.90518,-13.43744
"548",NA,"PRESENT",-65.80751,-25.181171
"549",NA,"PRESENT",-66.3873,-17.228153
"550",NA,"PRESENT",-78.00078,0.710741
"551",NA,"PRESENT",-65.07191,-22.25035
"552",NA,"PRESENT",-65.21122,-22.20228
"553",NA,"PRESENT",-66.12459,-24.31695
"554",NA,"PRESENT",-65.43303,-25.161093
"555",NA,"PRESENT",-66.33777,-17.27096
"556",NA,"PRESENT",-72.78634,-13.966609
"557",NA,"PRESENT",-65.011086,-23.335978
"558",NA,"PRESENT",-76.243225,-11.114622
"559",NA,"PRESENT",-66.24378,-27.974215
"560",NA,"PRESENT",-63.67093,-19.531982
"561",NA,"PRESENT",-65.70727,-24.856934
"562",NA,"PRESENT",-65.86531,-27.951994
"563",NA,"PRESENT",-66.01272,-26.089108
"564",NA,"PRESENT",-64.79858,-21.943184
