"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","sex","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","http...unknown.org.captive","identificationID","name","eventTime","identificationRemarks","individualCount","elevation","elevationAccuracy","samplingProtocol","recordNumber","institutionID","nomenclaturalCode","samplingEffort","verbatimCoordinateSystem","county","municipality","locality","language","type","vernacularName","ownerInstitutionCode","verbatimElevation","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","eventID","habitat","verbatimSRS","higherClassification","projectId","datasetID","georeferencedBy","locationID","parentEventID","organismQuantity","organismQuantityType","preparations","dynamicProperties","eventRemarks","distanceFromCentroidInMeters","otherCatalogNumbers","verbatimTaxonRank","collectionID","georeferenceRemarks","institutionKey","coordinatePrecision","footprintWKT","sampleSizeUnit","sampleSizeValue","fieldNumber","previousIdentifications","locationRemarks","taxonRemarks","fieldNotes","georeferenceSources","bibliographicCitation","disposition","accessRights","waterBody","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","georeferencedDate","collectionKey","organismID","georeferenceProtocol","flags"
"270",270,3382034334,"Tremarctos ornatus (F.G.Cuvier, 1825)",3.699167,-75.962222,"muluriiv","62b3e751-30d6-420b-8190-fa043d885df7","2a7e3080-28a9-11dd-97cd-b8a03c50a862","804b8dd0-07ac-4a30-bf92-3c1d862faf5e","CO","EML","2023-01-04T19:09:27.962+00:00","2023-01-24T17:33:46.813+00:00",1,"2a7e3080-28a9-11dd-97cd-b8a03c50a862","MATERIAL_SAMPLE","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2020-12-16T00:00:00",NA,"SOUTH_AMERICA","Valle del Cauca",2020,12,16,"2020-12-16T00:00:00",NA,"2023-01-24T17:33:46.813+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:14","none","none",FALSE,NA,"Nestor Roncancio Duque","Nestor Roncancio Duque","WGS84","Mammalia","CO","none","none","Colombia",NA,"IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:14",NA,NA,NA,"Colección de Tejidos del Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH-CT)",3382034334,NA,"IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:14",NA,"En proceso de catalogación","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)",NA,NA,NA,3893,0,"Muestreo ad libitum","NRD008",NA,NA,NA,"Grados, minutos y segundos","Palmira",NA,"Vereda Combia Sector Laguna Negra Laguna Leona PNN Las Hermosas",NA,NA,NA,NA,NA,"Páramo",NA,NA,NA,NA,NA,"Páramo","WGS84",NA,NA,NA,NA,NA,NA,2,"Replicas","Muestra fecal en RNALater|Muestra fecal en DNAStabilizer","Fotografía: no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"271",271,3382034332,"Tremarctos ornatus (F.G.Cuvier, 1825)",3.681944,-75.957222,"muluriiv","62b3e751-30d6-420b-8190-fa043d885df7","2a7e3080-28a9-11dd-97cd-b8a03c50a862","804b8dd0-07ac-4a30-bf92-3c1d862faf5e","CO","EML","2023-01-04T19:09:27.962+00:00","2023-01-24T17:33:46.812+00:00",1,"2a7e3080-28a9-11dd-97cd-b8a03c50a862","MATERIAL_SAMPLE","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2020-12-16T00:00:00",NA,"SOUTH_AMERICA","Valle del Cauca",2020,12,16,"2020-12-16T00:00:00",NA,"2023-01-24T17:33:46.812+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:15","none","none",FALSE,NA,"Nestor Roncancio Duque","Nestor Roncancio Duque","WGS84","Mammalia","CO","none","none","Colombia",NA,"IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:15",NA,NA,NA,"Colección de Tejidos del Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH-CT)",3382034332,NA,"IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:15",NA,"En proceso de catalogación","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)",NA,NA,NA,3948,0,"Muestreo ad libitum","NRD009",NA,NA,NA,"Grados, minutos y segundos","Palmira",NA,"Vereda Combia PNN Las Hermosas",NA,NA,NA,NA,NA,"Páramo",NA,NA,NA,NA,NA,"Páramo","WGS84",NA,NA,NA,NA,NA,NA,2,"Replicas","Muestra fecal en RNALater|Muestra fecal en DNAStabilizer","Fotografía: no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"272",272,3382034323,"Tremarctos ornatus (F.G.Cuvier, 1825)",1.635556,-76.851944,"muluriiv","62b3e751-30d6-420b-8190-fa043d885df7","2a7e3080-28a9-11dd-97cd-b8a03c50a862","804b8dd0-07ac-4a30-bf92-3c1d862faf5e","CO","EML","2023-01-04T19:09:27.962+00:00","2023-01-24T17:33:46.806+00:00",1,"2a7e3080-28a9-11dd-97cd-b8a03c50a862","MATERIAL_SAMPLE","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2020-12-23T00:00:00",NA,"SOUTH_AMERICA","Cauca",2020,12,23,"2020-12-23T00:00:00",NA,"2023-01-24T17:33:46.806+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:39","none","none",FALSE,NA,"Mesias Nicodemo Guerrero Cerón","Mesias Nicodemo Guerrero Cerón","WGS84","Mammalia","CO","none","none","Colombia",NA,"IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:39",NA,NA,NA,"Colección de Tejidos del Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH-CT)",3382034323,NA,"IAvH:CBB:COLOMBIA:TREMARCTOSORNATUS:MUESTRA:I2D-BIO_2021_039:39",NA,"En proceso de catalogación","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)",NA,NA,NA,3666,0,"Muestreo ad libitum","MNGC004",NA,NA,NA,"Grados, minutos y segundos","Santa Rosa",NA,"Tarpeya PNN Doña Juana",NA,NA,NA,NA,NA,"Páramo",NA,NA,NA,NA,NA,"Páramo","WGS84",NA,NA,NA,NA,NA,NA,2,"Replicas","Muestra fecal en RNALater|Muestra fecal en DNAStabilizer","Fotografía: no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"273",273,1990486389,"Tremarctos ornatus (F.G.Cuvier, 1825)",-1.313636,-78.178259,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:13:40.867+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2019-01-13T04:17:37",31447,"SOUTH_AMERICA","Tungurahua",2019,1,12,"2019-01-12T05:59:00","2023-03-02T12:08:45.000+00:00","2023-03-29T14:13:40.867+00:00","https://www.inaturalist.org/observations/19606548","http://creativecommons.org/publicdomain/zero/1.0/legalcode","19606548","none","none",FALSE,"iNaturalist research-grade observations","Morgan Stickrod","Morgan Stickrod","WGS84","Mammalia","EC","none","none","Ecuador","Morgan Stickrod","19606548","morganstickrod","Coordinate uncertainty increased to 31447m at the request of the observer","2019/01/12 5:59 AM PST","Observations",1990486389,"Ecuador","https://www.inaturalist.org/observations/19606548",41657,"19606548","iNaturalist","wild",43066887,"Tremarctos ornatus (F.G.Cuvier, 1825)","05:59:00-08:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"274",274,1990609349,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.361018,-78.317138,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T13:55:32.165+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2019-01-28T15:47:36",31451,"SOUTH_AMERICA","Pichincha",2019,1,13,"2019-01-13T00:00:00","2023-03-02T12:12:20.000+00:00","2023-03-29T13:55:32.165+00:00","https://www.inaturalist.org/observations/19930100","http://creativecommons.org/licenses/by-nc/4.0/legalcode","19930100","none","none",FALSE,"iNaturalist research-grade observations","dushenkov","dushenkov","WGS84","Mammalia","EC","none","none","Ecuador","dushenkov","19930100","dushenkov","Coordinate uncertainty increased to 31451m to protect threatened taxon","2019/01/13 6:11 PM UTC","Observations",1990609349,"Pichincha, EC","https://www.inaturalist.org/observations/19930100",41657,"19930100","iNaturalist","wild",44049152,"Tremarctos ornatus (F.G.Cuvier, 1825)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"275",275,2611254111,"Tremarctos ornatus (F.G.Cuvier, 1825)",-1.771837,-78.327711,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T13:57:38.987+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2020-04-29T07:49:50",31650,"SOUTH_AMERICA","Morona Santiago",2019,1,12,"2019-01-12T09:17:00","2023-03-03T00:21:51.000+00:00","2023-03-29T13:57:38.987+00:00","https://www.inaturalist.org/observations/44231592","http://creativecommons.org/licenses/by-nc/4.0/legalcode","44231592","none","none",FALSE,"iNaturalist research-grade observations","ekmcmurchie","ekmcmurchie","WGS84","Mammalia","EC","none","none","Ecuador","ekmcmurchie","44231592","ekmcmurchie","Coordinate uncertainty increased to 31650m to protect threatened taxon","2019/01/12 09:17 AM CDT","Observations",2611254111,"Ecuador","https://www.inaturalist.org/observations/44231592",41657,"44231592","iNaturalist","wild",99309889,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:17:00-06:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"276",276,2626223193,"Tremarctos ornatus (F.G.Cuvier, 1825)",0.228079,-78.006407,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:16:14.386+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2020-05-20T18:19:48",68218,"SOUTH_AMERICA","Imbabura",2019,1,23,"2019-01-23T15:04:00","2023-03-01T23:16:28.000+00:00","2023-03-29T14:16:14.386+00:00","https://www.inaturalist.org/observations/46628787","http://creativecommons.org/licenses/by-nc/4.0/legalcode","46628787","none","none",FALSE,"iNaturalist research-grade observations","Andres Laguna","Andres Laguna","WGS84","Mammalia","EC","none","none","Ecuador","Andres Laguna","46628787","andreslaguna","Coordinate uncertainty increased to 68218m to protect threatened taxon","2019/01/23 3:04 PM -0500","Observations",2626223193,"Ecuador","https://www.inaturalist.org/observations/46628787",41657,"46628787","iNaturalist","wild",104372695,"Tremarctos ornatus (F.G.Cuvier, 1825)","15:04:00-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M2E51L62-62R405B35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"277",277,2626302186,"Tremarctos ornatus (F.G.Cuvier, 1825)",0.29973,-78.029067,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:16:08.543+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2020-05-20T18:20:38",68218,"SOUTH_AMERICA","Imbabura",2019,1,12,"2019-01-12T07:55:00","2023-03-01T23:15:18.000+00:00","2023-03-29T14:16:08.543+00:00","https://www.inaturalist.org/observations/46628916","http://creativecommons.org/licenses/by-nc/4.0/legalcode","46628916","none","none",FALSE,"iNaturalist research-grade observations","Andres Laguna","Andres Laguna","WGS84","Mammalia","EC","none","none","Ecuador","Andres Laguna","46628916","andreslaguna","Coordinate uncertainty increased to 68218m to protect threatened taxon","2019/01/12 7:55 AM -0500","Observations",2626302186,"Ecuador","https://www.inaturalist.org/observations/46628916",41657,"46628916","iNaturalist","wild",104372937,"Tremarctos ornatus (F.G.Cuvier, 1825)","07:55:00-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M2E175A1L232-49.8849983-49.8849983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"278",278,2634122783,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.536497,-78.037161,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T13:57:52.444+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2020-06-01T03:43:16",31451,"SOUTH_AMERICA","Napo",2019,1,9,"2019-01-09T17:40:00","2021-10-04T18:51:27.000+00:00","2023-03-29T13:57:52.444+00:00","https://www.inaturalist.org/observations/48083699","http://creativecommons.org/licenses/by-nc/4.0/legalcode","48083699","none","none",FALSE,"iNaturalist research-grade observations","Nicolas Betancourt","Nicolas Betancourt","WGS84","Mammalia","EC","none","none","Ecuador","Nicolas Betancourt","48083699","nicolasbetancourt","Coordinate uncertainty increased to 31451m to protect threatened taxon","2019/01/09 5:40 PM HST","Observations",2634122783,"Ecuador","https://www.inaturalist.org/observations/48083699",41657,"48083699","iNaturalist","wild",107170339,"Tremarctos ornatus (F.G.Cuvier, 1825)","17:40:00-10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"279",279,3118578982,"Tremarctos ornatus (F.G.Cuvier, 1825)",6.003,-73.15,"","a9a819bb-b94e-4e06-bbbd-4cc1eb6f3b1c","3ecddc17-a081-4e85-92c3-d8e31716342c","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-05T01:01:42.299+00:00","2023-01-25T08:11:47.923+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",NA,"Unknown",2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Santander",2019,1,5,"2019-01-05T00:00:00",NA,"2023-01-25T08:11:47.923+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:12855","none","none",FALSE,NA,"PNN","Jorge Saul Villamil","WGS84","Mammalia","CO","none","none","Colombia","Parques Nacionales Naturales (PNN)","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:12855",NA,NA,"2019-01-05",NA,3118578982,NA,"IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:12855",NA,NA,"Asociación Colombiana de Zoología (ACZ)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","14:19:00",NA,NA,2539,NA,"Cámara Trampa",NA,"900.370.306-1",NA,NA,"Grados decimales","Charalá","Charalá","Guanentá Alto Río Fonce","es","Imagen estática","Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real",NA,NA,NA,NA,NA,NA,NA,NA,"Bosque andino","WGS84",NA,NA,NA,NA,NA,NA,1,"Individuo","Fotografía",NA,NA,NA,"Video 01220155","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"281",281,2005298011,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.428185,-78.296929,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T13:55:31.768+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2019-02-09T21:42:10",31451,"SOUTH_AMERICA","Pichincha",2019,2,9,"2019-02-09T00:00:00","2023-03-02T12:14:05.000+00:00","2023-03-29T13:55:31.768+00:00","https://www.inaturalist.org/observations/20237971","http://creativecommons.org/licenses/by-nc/4.0/legalcode","20237971","none","none",FALSE,"iNaturalist research-grade observations","David Torres","David Torres","WGS84","Mammalia","EC","none","none","Ecuador","David Torres","20237971","dawicho","Coordinate uncertainty increased to 31451m to protect threatened taxon","2019-02-09","Observations",2005298011,"Ecuador","https://www.inaturalist.org/observations/20237971",41657,"20237971","iNaturalist","wild",44906302,"Tremarctos ornatus (F.G.Cuvier, 1825)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"282",282,2005300000,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.413129,-78.201136,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T13:55:32.574+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2019-02-10T01:46:38",31451,"SOUTH_AMERICA","Pichincha",2019,2,9,"2019-02-09T10:19:00","2023-03-02T12:14:10.000+00:00","2023-03-29T13:55:32.574+00:00","https://www.inaturalist.org/observations/20243095","http://creativecommons.org/licenses/by-nc/4.0/legalcode","20243095","none","none",FALSE,"iNaturalist research-grade observations","Amaru Rubio","Amaru Rubio","WGS84","Mammalia","EC","none","none","Ecuador","Amaru Rubio","20243095","amarurubio","Coordinate uncertainty increased to 31451m to protect threatened taxon","2019/02/09 10:19 AM","Observations",2005300000,"Ecuador","https://www.inaturalist.org/observations/20243095",41657,"20243095","iNaturalist","wild",44920098,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:19:00-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"283",283,2005308362,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.540592,-78.231215,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","EC","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:13:24.563+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2019-02-10T22:46:34",31451,"SOUTH_AMERICA","Pichincha",2019,2,9,"2019-02-09T11:06:40","2023-03-02T12:14:15.000+00:00","2023-03-29T14:13:24.563+00:00","https://www.inaturalist.org/observations/20264187","http://creativecommons.org/licenses/by-nc/4.0/legalcode","20264187","none","none",FALSE,"iNaturalist research-grade observations","paulaleoro","cstobie","WGS84","Mammalia","EC","none","none","Ecuador","paulaleoro","20264187","paulaleoro","Coordinate uncertainty increased to 31451m to protect threatened taxon","Sat Feb 09 2019 11:06:40 GMT-0500 (GMT-5)","Observations",2005308362,"Ecuador","https://www.inaturalist.org/observations/20264187",41657,"20264187","iNaturalist","wild",44984881,"Tremarctos ornatus (F.G.Cuvier, 1825)","11:06:40-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
