"","decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","occurrenceStatus"
"548",-76.28021,1.71536,NA,"PRESENT"
"549",-74.670447,-11.460396,NA,"PRESENT"
"550",-75.338703,-11.414051,NA,"PRESENT"
"551",-75.316933,-11.39983,NA,"PRESENT"
"552",-74.674762,-11.465016,NA,"PRESENT"
"553",-78.722376,0.10375,31451,"PRESENT"
"554",-78.72747,0.187259,31451,"PRESENT"
"555",-78.787682,0.051306,31451,"PRESENT"
"556",-76.34883,1.78808,NA,"PRESENT"
"557",-76.34419,1.8015,NA,"PRESENT"
"558",-76.33975,1.78792,NA,"PRESENT"
"559",-76.33931,1.80103,NA,"PRESENT"
"560",-75.974056,3.750167,NA,"PRESENT"
"561",-75.973944,3.747694,NA,"PRESENT"
"562",-75.963333,3.743639,NA,"PRESENT"
"563",-78.202232,-0.372984,31451,"PRESENT"
"564",-76.847,1.6703,NA,"PRESENT"
"565",-76.34519,1.75636,NA,"PRESENT"
"566",-76.413803,-9.281185,NA,"PRESENT"
"567",-73.82328,4.65717,NA,"PRESENT"
"568",-73.82478,4.62133,NA,"PRESENT"
"569",-73.83039,4.62442,NA,"PRESENT"
"570",-75.58871,4.67536,NA,"PRESENT"
"571",-72.72478,5.60075,NA,"PRESENT"
"572",-75.62787,4.52464,NA,"PRESENT"
"573",-75.58871,4.66867,NA,"PRESENT"
"574",-75.71406,4.68261,NA,"PRESENT"
"575",-75.69648,4.708,NA,"PRESENT"
"576",-75.74525,4.81039,NA,"PRESENT"
"577",-73.74542,4.56219,NA,"PRESENT"
"578",-73.74103,4.61181,NA,"PRESENT"
"579",-75.60769,5.48328,NA,"PRESENT"
"580",-75.71,4.66508,NA,"PRESENT"
"581",-78.607705,0.109146,31451,"PRESENT"
"582",-78.470603,0.127845,31451,"PRESENT"
"583",-73.7406,4.61156,NA,"PRESENT"
"584",-73.44393,4.51598,NA,"PRESENT"
"585",-73.44429,4.51738,NA,"PRESENT"
"586",-78.644596,0.056709,31451,"PRESENT"
"587",-76.032806,5.091583,NA,"PRESENT"
"588",-75.66,1.41939,NA,"PRESENT"
"589",-75.64529,1.40615,NA,"PRESENT"
"590",-75.66,1.45556,NA,"PRESENT"
"591",-75.64,1.40131,NA,"PRESENT"
"592",-78.177439,0.348767,68218,"PRESENT"
"593",-76.036472,5.173,NA,"PRESENT"
"594",-76.163194,5.299806,NA,"PRESENT"
"595",-76.086,4.947417,NA,"PRESENT"
"596",-76.1133,5.26466,NA,"PRESENT"
"597",-76.078694,4.972833,NA,"PRESENT"
"598",-76.046278,5.193444,NA,"PRESENT"
"599",-78.017979,-0.298883,31451,"PRESENT"
"600",-78.182332,-0.24096,31451,"PRESENT"
"601",-76.013694,5.111806,NA,"PRESENT"
"602",-76.050528,5.209833,NA,"PRESENT"
"603",-76.02475,5.133861,NA,"PRESENT"
"604",-76.038583,5.036,NA,"PRESENT"
"605",-76.045083,5.056167,NA,"PRESENT"
"606",-75.7,1.43748,NA,"PRESENT"
"607",-78.176736,-0.258205,31451,"PRESENT"
"608",-71.604285,-12.088015,77392,"PRESENT"
"609",-76.309167,2.388333,NA,"PRESENT"
"610",-76.310833,2.338611,NA,"PRESENT"
"611",-76.317222,2.364444,NA,"PRESENT"
"612",-76.316111,2.34,NA,"PRESENT"
"613",-77.805252,-5.653834,31373,"PRESENT"
"614",-76.345833,2.368889,NA,"PRESENT"
"615",-76.3125,2.368889,NA,"PRESENT"
"616",-76.301111,2.386944,NA,"PRESENT"
"617",-76.314167,2.365556,NA,"PRESENT"
"618",-76.316389,2.339444,NA,"PRESENT"
"619",-76.348333,2.377222,NA,"PRESENT"
"620",-76.311944,2.386111,NA,"PRESENT"
"621",-78.051442,-0.390068,31451,"PRESENT"
"622",-78.233714,-0.379677,31451,"PRESENT"
"623",-76.585833,1.943611,NA,"PRESENT"
"624",-76.359167,2.331667,NA,"PRESENT"
"625",-76.586389,1.937778,NA,"PRESENT"
"626",-76.345556,2.333056,NA,"PRESENT"
"627",-76.625,1.940556,NA,"PRESENT"
"628",-76.580278,1.943611,NA,"PRESENT"
"629",-76.401389,2.36,NA,"PRESENT"
"630",-76.294722,2.323333,NA,"PRESENT"
"631",-76.616944,1.939722,NA,"PRESENT"
"632",-76.358056,2.333056,NA,"PRESENT"
"633",-76.625833,1.935556,NA,"PRESENT"
"634",-76.17313,4.83025,NA,"PRESENT"
"635",-76.620861,1.858278,NA,"PRESENT"
"636",-78.334733,-0.561622,31451,"PRESENT"
"637",-76.56,1.943611,NA,"PRESENT"
"638",-76.541944,1.950833,NA,"PRESENT"
"639",-76.396389,2.343333,NA,"PRESENT"
"640",-76.468333,2.135278,NA,"PRESENT"
"641",-76.395556,2.336944,NA,"PRESENT"
"642",-76.615556,1.919167,NA,"PRESENT"
"643",-76.552778,1.946944,NA,"PRESENT"
"644",-76.621944,1.917222,NA,"PRESENT"
"645",-76.545833,1.951111,NA,"PRESENT"
"646",-76.466667,2.133333,NA,"PRESENT"
"647",-76.541389,1.950556,NA,"PRESENT"
"648",-76.394167,2.339167,NA,"PRESENT"
"649",-76.6175,1.907778,NA,"PRESENT"
"650",-76.553056,1.944722,NA,"PRESENT"
"651",-75.62461,1.54636,NA,"PRESENT"
"652",-76.629444,1.863056,NA,"PRESENT"
"653",-76.416944,2.243889,NA,"PRESENT"
"654",-76.483333,2.166667,NA,"PRESENT"
"655",-76.588889,1.918889,NA,"PRESENT"
"656",-76.423056,2.202222,NA,"PRESENT"
"657",-76.423889,2.248333,NA,"PRESENT"
"658",-76.587778,1.922222,NA,"PRESENT"
"659",-76.634167,1.864444,NA,"PRESENT"
"660",-76.435278,2.209444,NA,"PRESENT"
"661",-76.588056,1.920556,NA,"PRESENT"
"662",-76.4275,2.224167,NA,"PRESENT"
"663",-76.421111,2.246111,NA,"PRESENT"
"664",-76.615833,1.863056,NA,"PRESENT"
"665",-75.73234,1.47408,NA,"PRESENT"
"666",-73.81582,4.62571,NA,"PRESENT"
"667",-78.791946,0.126051,31451,"PRESENT"
"668",-78.157308,-0.25914,31451,"PRESENT"
"669",-78.383146,-0.387413,31451,"PRESENT"
"670",-78.305389,-0.339094,31451,"PRESENT"
"671",-76.562222,2.133333,NA,"PRESENT"
"672",-79.014559,-4.006248,31411,"PRESENT"
"673",-76.579766,2.18368,NA,"PRESENT"
"674",-76.621111,2.176667,NA,"PRESENT"
"675",-76.59477,2.174,NA,"PRESENT"
"676",-76.57611,2.218118,NA,"PRESENT"
"677",-76.578611,2.228889,NA,"PRESENT"
"678",-76.568611,2.156944,NA,"PRESENT"
"679",-76.57548,2.207437,NA,"PRESENT"
"680",-76.603611,2.214444,NA,"PRESENT"
"681",-76.581872,2.17796,NA,"PRESENT"
"682",-76.57658,2.218046,NA,"PRESENT"
"683",-76.571389,2.159167,NA,"PRESENT"
"684",-77.32528,1.92822,NA,"PRESENT"
"685",-75.57241,1.42126,NA,"PRESENT"
"686",-75.74525,1.47555,NA,"PRESENT"
"687",-75.64529,4.58919,NA,"PRESENT"
"688",-71.6355,-13.0962,NA,"PRESENT"
"689",-76.0947,-8.5117,NA,"PRESENT"
"690",-76.0936,-8.4949,NA,"PRESENT"
"691",-73.700077,-12.58877,NA,"PRESENT"
"692",-78.089634,0.374991,68218,"PRESENT"
"693",-78.197977,0.334884,68218,"PRESENT"
"694",-78.177708,0.388433,68218,"PRESENT"
"695",-72.848216,-13.417908,NA,"PRESENT"
"696",-77.800013,0.214345,31451,"PRESENT"
"697",-78.008414,0.259578,54765,"PRESENT"
"698",-78.132743,0.343445,54765,"PRESENT"
"699",-78.041,0.246378,54765,"PRESENT"
"700",-78.07819,-0.315285,31451,"PRESENT"
"701",-78.471564,0.301315,31451,"PRESENT"
"702",-74.340333,7.677528,NA,"PRESENT"
"703",-72.72647,-13.459725,NA,"PRESENT"
"704",-78.644024,0.056147,31451,"PRESENT"
"705",-78.721904,0.106072,31451,"PRESENT"
"706",-78.622172,0.067245,31451,"PRESENT"
"707",-74.337167,7.690083,NA,"PRESENT"
"708",-74.331333,7.682333,NA,"PRESENT"
"709",-72.702675,-13.339539,NA,"PRESENT"
"710",-72.713236,-13.326279,NA,"PRESENT"
"711",-72.717935,-13.328047,NA,"PRESENT"
"712",-72.694945,-13.313924,NA,"PRESENT"
"713",-72.707191,-13.319583,NA,"PRESENT"
"714",-78.024778,-2.06446,31441,"PRESENT"
"715",-78.191808,-2.033984,31441,"PRESENT"
"716",-78.189043,-2.113576,31441,"PRESENT"
"717",-78.422003,0.009468,31451,"PRESENT"
"718",-78.620961,0.091183,31451,"PRESENT"
"719",-75.68,4.58803,NA,"PRESENT"
"720",-75.67878,4.69406,NA,"PRESENT"
"721",-75.71406,4.70119,NA,"PRESENT"
"722",-75.6785,4.70183,NA,"PRESENT"
"723",-75.58871,4.7075,NA,"PRESENT"
"724",-72.845222,-13.416202,NA,"PRESENT"
"725",-75.66,4.58133,NA,"PRESENT"
"726",-75.64,4.58772,NA,"PRESENT"
"727",-75.67878,4.58806,NA,"PRESENT"
"728",-75.55228,4.59481,NA,"PRESENT"
"729",-75.66061,4.66197,NA,"PRESENT"
"730",-75.58871,4.66197,NA,"PRESENT"
"731",-75.58871,4.69419,NA,"PRESENT"
"732",-75.69648,4.69481,NA,"PRESENT"
"733",-75.7,4.70078,NA,"PRESENT"
"734",-75.58871,4.70728,NA,"PRESENT"
"735",-75.7,4.70764,NA,"PRESENT"
"736",-75.58871,4.80756,NA,"PRESENT"
"737",-75.7,5.44628,NA,"PRESENT"
"738",-75.68,4.701,NA,"PRESENT"
"739",-75.58871,4.80497,NA,"PRESENT"
"740",-75.56521,4.81786,NA,"PRESENT"
"741",-72.639685,-13.339023,NA,"PRESENT"
"742",-72.766751,-13.419884,NA,"PRESENT"
"743",-72.632311,-13.323025,NA,"PRESENT"
"744",-72.638574,-13.315566,NA,"PRESENT"
"745",-72.633146,-13.322563,NA,"PRESENT"
"746",-72.635194,-13.310221,NA,"PRESENT"
"747",-72.847585,-13.415138,NA,"PRESENT"
"748",-79.087559,-4.143152,31411,"PRESENT"
"749",-72.7535,5.58525,NA,"PRESENT"
"750",-72.92368,10.35922,NA,"PRESENT"
"751",-72.92621,10.29339,NA,"PRESENT"
"752",-75.58871,4.66211,NA,"PRESENT"
"753",-75.62787,4.68208,NA,"PRESENT"
"754",-75.56521,4.69392,NA,"PRESENT"
"755",-75.66061,4.70875,NA,"PRESENT"
"756",-75.66,4.81033,NA,"PRESENT"
"757",-76.892585,-9.100439,NA,"PRESENT"
"758",-76.02048,3.33746,NA,"PRESENT"
"759",-76.01833,3.28679,NA,"PRESENT"
"760",-76.103067,4.889417,NA,"PRESENT"
"761",-71.620948,-13.194888,NA,"PRESENT"
"762",-78.77477,0.055871,31451,"PRESENT"
"763",-71.874076,-12.836694,NA,"PRESENT"
"764",-71.847103,-12.908283,NA,"PRESENT"
"765",-71.872307,-12.837381,NA,"PRESENT"
"766",-71.871247,-12.838071,NA,"PRESENT"
"767",-71.871735,-12.83802,NA,"PRESENT"
"768",-72.841656,-13.397908,NA,"PRESENT"
"769",-71.675389,-13.126181,NA,"PRESENT"
"770",-72.859878,-13.39463,NA,"PRESENT"
"771",-75.898333,5.493972,NA,"PRESENT"
"772",-71.627381,-13.199919,NA,"PRESENT"
"773",-71.801209,-12.941162,NA,"PRESENT"
"774",-71.794173,-12.960171,NA,"PRESENT"
"775",-72.091434,-12.51908,NA,"PRESENT"
"776",-72.033575,-12.572622,NA,"PRESENT"
"777",-78.009721,0.227776,68218,"PRESENT"
"778",-76.62685,3.417511,NA,"PRESENT"
"779",-76.617303,3.399294,NA,"PRESENT"
"780",-76.654678,3.411775,NA,"PRESENT"
"781",-77.129611,0.991111,NA,"PRESENT"
"782",-72.884877,-13.261699,NA,"PRESENT"
"783",-72.881625,-13.318541,NA,"PRESENT"
"784",-72.878657,-13.316059,NA,"PRESENT"
"785",-72.873279,-13.314803,NA,"PRESENT"
"786",-72.884345,-13.318835,NA,"PRESENT"
"787",-72.885631,-13.319433,NA,"PRESENT"
"788",-72.887873,-13.273752,NA,"PRESENT"
"789",-72.881933,-13.30122,NA,"PRESENT"
"790",-72.786419,-13.394041,NA,"PRESENT"
"791",-76.12805,3.869506,NA,"PRESENT"
"792",-71.703032,-13.097342,NA,"PRESENT"
"793",-71.710356,-13.08955,NA,"PRESENT"
"794",-71.749369,-13.033366,NA,"PRESENT"
"795",-71.702832,-13.096748,NA,"PRESENT"
"796",-71.749636,-13.033354,NA,"PRESENT"
"797",-76.043867,3.58455,NA,"PRESENT"
"798",-76.0652,3.546531,NA,"PRESENT"
"799",-72.873532,-13.388175,NA,"PRESENT"
"800",-72.850622,-13.414115,NA,"PRESENT"
"801",-72.846067,-13.414556,NA,"PRESENT"
"802",-72.854184,-13.399759,NA,"PRESENT"
"803",-79.481688,-4.952787,NA,"PRESENT"
"804",-70.8238,-13.3744,NA,"PRESENT"
"805",-79.481643,-4.952723,NA,"PRESENT"
"806",-70.275542,-13.754324,NA,"PRESENT"
"807",-71.864427,-12.950956,NA,"PRESENT"
"808",-79.281534,-6.139405,NA,"PRESENT"
"809",-71.851387,-12.954956,NA,"PRESENT"
"810",-71.855938,-12.94533,NA,"PRESENT"
"811",-79.463364,-4.957564,NA,"PRESENT"
"812",-79.457491,-4.958844,NA,"PRESENT"
"813",-79.48327,-4.954997,NA,"PRESENT"
"814",-79.475621,-4.956128,NA,"PRESENT"
"815",-79.482221,-4.952616,NA,"PRESENT"
"816",-79.472544,-4.961013,NA,"PRESENT"
"817",-79.47703,-4.955308,NA,"PRESENT"
"818",-79.479376,-4.954246,NA,"PRESENT"
"819",-79.45963,-4.957881,NA,"PRESENT"
"820",-79.452267,-4.960107,NA,"PRESENT"
"821",-79.471255,-4.952998,NA,"PRESENT"
"822",-79.461481,-4.964578,NA,"PRESENT"
"823",-79.821917,-4.957975,NA,"PRESENT"
"824",-79.471732,-4.953216,NA,"PRESENT"
"825",-79.481996,-4.956151,NA,"PRESENT"
"826",-79.482376,-4.955628,NA,"PRESENT"
"827",-79.463535,-4.957556,NA,"PRESENT"
"828",-79.484676,-4.955208,NA,"PRESENT"
"829",-79.484267,-4.956573,NA,"PRESENT"
"830",-79.466751,-4.958748,NA,"PRESENT"
"831",-79.450862,-4.955528,NA,"PRESENT"
"832",-79.467986,-4.951227,NA,"PRESENT"
"833",-79.471534,-4.953179,NA,"PRESENT"
"834",-79.453039,-4.957576,NA,"PRESENT"
"835",-79.48095,-4.95236,NA,"PRESENT"
"836",-79.464806,-4.95755,NA,"PRESENT"
"837",-79.461489,-4.957289,NA,"PRESENT"
"838",-71.872958,-12.968917,NA,"PRESENT"
"839",-79.482845,-4.955394,NA,"PRESENT"
"840",-71.797319,-12.947464,NA,"PRESENT"
"841",-75.415139,5.171823,31389,"PRESENT"
"842",-76.22725,6.252222,NA,"PRESENT"
"843",-71.621255,-13.192692,NA,"PRESENT"
"844",-78.154659,0.226322,68218,"PRESENT"
"845",-71.819346,-12.976655,NA,"PRESENT"
"846",-72.074247,-12.494208,NA,"PRESENT"
"847",-78.026218,0.361282,68218,"PRESENT"
"848",-78.090144,0.207527,68218,"PRESENT"
"849",-71.495392,-12.579667,NA,"PRESENT"
"850",-71.593936,-13.153094,NA,"PRESENT"
"851",-78.681294,-0.066121,31451,"PRESENT"
"852",-78.767894,-0.012655,31451,"PRESENT"
"853",-71.7986,-12.846,NA,"PRESENT"
"854",-77.228835,-8.175804,NA,"PRESENT"
"855",-71.638405,-13.153084,NA,"PRESENT"
"856",-78.015969,0.369862,68218,"PRESENT"
"857",-78.088355,0.219298,68218,"PRESENT"
"858",-72.054557,-12.434806,NA,"PRESENT"
"859",-72.064339,-12.460618,NA,"PRESENT"
"860",-71.407306,-12.563217,NA,"PRESENT"
"861",-72.061181,-12.453773,NA,"PRESENT"
"862",-71.583888,-13.098195,NA,"PRESENT"
"863",-78.051026,0.253727,68218,"PRESENT"
"864",-78.785784,0.141357,31451,"PRESENT"
"865",-76.686556,5.133361,NA,"PRESENT"
"866",-78.602313,0.11228,31451,"PRESENT"
"867",-78.77279,0.061476,31451,"PRESENT"
"868",-78.794494,0.070435,31451,"PRESENT"
"869",-78.654991,0.194603,31451,"PRESENT"
"870",-78.092185,-0.378412,31451,"PRESENT"
"871",-78.696274,0.07287,250,"PRESENT"
"872",-79.121867,-6.357701,NA,"PRESENT"
"873",-75.4166,-10.5805,NA,"PRESENT"
"874",-72.603533,-11.735084,NA,"PRESENT"
"875",-77.4634,-9.1593,NA,"PRESENT"
"876",-73.674,4.589,NA,"PRESENT"
"877",-73.716,4.669,NA,"PRESENT"
"878",-73.706,4.698,NA,"PRESENT"
"879",-73.662,4.709,NA,"PRESENT"
"880",-73.694,4.708,NA,"PRESENT"
"881",-73.677,4.593,NA,"PRESENT"
"882",-73.763,4.79,NA,"PRESENT"
"883",-73.662,4.707,NA,"PRESENT"
"884",-76.392886,1.796679,31444,"PRESENT"
"885",-73.697,4.626,NA,"PRESENT"
"886",-73.713,4.856,NA,"PRESENT"
"887",-77.81938,0.074798,31451,"PRESENT"
"888",-78.787121,-0.07745,31451,"PRESENT"
"889",-73.682,4.584,NA,"PRESENT"
"890",-73.685,4.549,NA,"PRESENT"
"891",-73.704,4.568,NA,"PRESENT"
"892",-78.035872,0.311159,68218,"PRESENT"
"893",-73.724,4.716,NA,"PRESENT"
"894",-79.568091,-6.510722,31350,"PRESENT"
"895",-78.109857,0.259439,68218,"PRESENT"
"896",-78.653424,0.176692,31451,"PRESENT"
"897",-78.611928,0.074196,31451,"PRESENT"
"898",-75.648889,-10.314722,NA,"PRESENT"
"899",-75.636667,-10.3425,NA,"PRESENT"
"900",-75.621944,-10.343333,NA,"PRESENT"
"901",-75.580556,-10.176111,NA,"PRESENT"
"902",-75.648333,-10.315278,NA,"PRESENT"
"903",-75.656944,-10.3375,NA,"PRESENT"
"904",-75.648333,-10.315,NA,"PRESENT"
"905",-75.648611,-10.315,NA,"PRESENT"
"906",-75.648889,-10.315556,NA,"PRESENT"
"907",-79.267007,-6.089986,NA,"PRESENT"
"908",-75.645278,-10.315556,NA,"PRESENT"
"909",-75.644167,-10.319444,NA,"PRESENT"
"910",-75.649167,-10.313056,NA,"PRESENT"
"911",-75.3667,-10.5333,NA,"PRESENT"
"912",-75.6325,-10.342222,NA,"PRESENT"
"913",-77.6409,-9.1419,NA,"PRESENT"
"914",-77.5832,-9.1766,NA,"PRESENT"
"915",-77.5368,-9.0925,NA,"PRESENT"
"916",-77.7709,-8.8358,NA,"PRESENT"
"917",-77.614,-9.0522,NA,"PRESENT"
"918",-77.7896,-8.7435,NA,"PRESENT"
"919",-77.6031,-9.0847,NA,"PRESENT"
"920",-73.696,4.585,NA,"PRESENT"
"921",-78.65694,0.017879,31451,"PRESENT"
"922",-73.751752,4.564987,NA,"PRESENT"
"923",-73.798764,4.581248,NA,"PRESENT"
"924",-73.752091,4.566471,NA,"PRESENT"
"925",-73.719076,4.632763,NA,"PRESENT"
"926",-73.772982,4.572983,NA,"PRESENT"
"927",-73.788158,4.465865,NA,"PRESENT"
"928",-73.751858,4.565711,NA,"PRESENT"
"929",-73.717086,4.631303,NA,"PRESENT"
"930",-73.79898,4.581592,NA,"PRESENT"
"931",-73.780344,4.557945,NA,"PRESENT"
"932",-73.772684,4.572892,NA,"PRESENT"
"933",-73.287327,4.573896,NA,"PRESENT"
"934",-73.75176,4.565304,NA,"PRESENT"
"935",-73.718153,4.629542,NA,"PRESENT"
"936",-73.798854,4.581402,NA,"PRESENT"
"937",-73.717197,4.634867,NA,"PRESENT"
"938",-73.772747,4.573019,NA,"PRESENT"
"939",-73.798647,4.580986,NA,"PRESENT"
"940",-73.751859,4.56553,NA,"PRESENT"
"941",-73.718345,4.63287,NA,"PRESENT"
"942",-73.799258,4.582172,NA,"PRESENT"
"943",-73.786846,4.463384,NA,"PRESENT"
"944",-73.751822,4.565955,NA,"PRESENT"
"945",-73.75238,4.566679,NA,"PRESENT"
"946",-73.798764,4.581167,NA,"PRESENT"
"947",-73.751778,4.565132,NA,"PRESENT"
"948",-73.751743,4.564707,NA,"PRESENT"
"949",-73.798854,4.581348,NA,"PRESENT"
"950",-73.752037,4.566435,NA,"PRESENT"
"951",-73.716899,4.635192,NA,"PRESENT"
"952",-73.445942,4.560219,NA,"PRESENT"
"953",-73.789993,4.467523,NA,"PRESENT"
"954",-73.751732,4.565593,NA,"PRESENT"
"955",-73.717102,4.632316,NA,"PRESENT"
"956",-73.799096,4.582063,NA,"PRESENT"
"957",-73.785962,4.463808,NA,"PRESENT"
"958",-73.751866,4.566326,NA,"PRESENT"
"959",-73.781001,4.525991,NA,"PRESENT"
"960",-73.752559,4.56696,NA,"PRESENT"
"961",-73.798845,4.581077,NA,"PRESENT"
"962",-73.751751,4.565222,NA,"PRESENT"
"963",-73.718287,4.629976,NA,"PRESENT"
"964",-73.798899,4.581493,NA,"PRESENT"
"965",-73.777682,4.586413,NA,"PRESENT"
"966",-73.772693,4.573064,NA,"PRESENT"
"967",-73.798972,4.581032,NA,"PRESENT"
"968",-73.751841,4.565494,NA,"PRESENT"
"969",-73.719067,4.632664,NA,"PRESENT"
"970",-73.799321,4.582244,NA,"PRESENT"
"971",-73.787527,4.465782,NA,"PRESENT"
"972",-73.75184,4.565765,NA,"PRESENT"
"973",-73.752235,4.566724,NA,"PRESENT"
"974",-73.798764,4.581185,NA,"PRESENT"
"975",-73.751824,4.565014,NA,"PRESENT"
"976",-73.751779,4.564987,NA,"PRESENT"
"977",-73.798809,4.581312,NA,"PRESENT"
"978",-73.71783,4.633674,NA,"PRESENT"
"979",-73.772747,4.572965,NA,"PRESENT"
"980",-73.788985,4.466662,NA,"PRESENT"
"981",-73.751786,4.56562,NA,"PRESENT"
"982",-73.716995,4.631891,NA,"PRESENT"
"983",-73.798961,4.581719,NA,"PRESENT"
"984",-73.780389,4.55781,NA,"PRESENT"
"985",-73.798845,4.581068,NA,"PRESENT"
"986",-73.718243,4.629614,NA,"PRESENT"
"987",-73.798881,4.581484,NA,"PRESENT"
"988",-73.717287,4.634831,NA,"PRESENT"
"989",-73.799071,4.526754,NA,"PRESENT"
"990",-73.718634,4.632889,NA,"PRESENT"
"991",-73.799312,4.582235,NA,"PRESENT"
"992",-73.787484,4.464715,NA,"PRESENT"
"993",-73.751786,4.565846,NA,"PRESENT"
"994",-73.752298,4.566652,NA,"PRESENT"
"995",-77.651177,-5.662008,31373,"PRESENT"
"996",-73.718207,4.629325,NA,"PRESENT"
"997",-73.798845,4.581366,NA,"PRESENT"
"998",-73.716971,4.635156,NA,"PRESENT"
"999",-73.772757,4.572811,NA,"PRESENT"
"1000",-73.790173,4.467677,NA,"PRESENT"
"1001",-73.751723,4.565602,NA,"PRESENT"
"1002",-73.799258,4.582136,NA,"PRESENT"
"1003",-73.786548,4.463809,NA,"PRESENT"
"1004",-73.751848,4.566317,NA,"PRESENT"
"1005",-73.75238,4.566589,NA,"PRESENT"
"1006",-73.798809,4.581095,NA,"PRESENT"
"1007",-73.751751,4.565168,NA,"PRESENT"
"1008",-73.717764,4.630445,NA,"PRESENT"
"1009",-73.798935,4.58152,NA,"PRESENT"
"1010",-73.797296,4.558878,NA,"PRESENT"
"1011",-73.798899,4.581095,NA,"PRESENT"
"1012",-73.799402,4.582317,NA,"PRESENT"
"1013",-73.787545,4.465846,NA,"PRESENT"
"1014",-73.751867,4.56572,NA,"PRESENT"
"1015",-73.752091,4.566507,NA,"PRESENT"
"1016",-73.770354,4.565073,NA,"PRESENT"
"1017",-73.622,4.952,NA,"PRESENT"
"1018",-73.754955,4.520909,NA,"PRESENT"
"1019",-73.792029,4.473442,NA,"PRESENT"
"1020",-73.751196,4.505563,NA,"PRESENT"
"1021",-73.785577,4.467624,NA,"PRESENT"
"1022",-73.783213,4.550696,NA,"PRESENT"
"1023",-73.776996,4.47945,NA,"PRESENT"
"1024",-73.787334,4.576571,NA,"PRESENT"
"1025",-73.736884,4.521004,NA,"PRESENT"
"1026",-73.7552,4.455653,NA,"PRESENT"
"1027",-73.760766,4.500487,NA,"PRESENT"
"1028",-73.750438,4.484886,NA,"PRESENT"
"1029",-73.774545,4.554688,NA,"PRESENT"
"1030",-73.757979,4.459004,NA,"PRESENT"
"1031",-73.771407,4.518305,NA,"PRESENT"
"1032",-73.526864,4.464355,NA,"PRESENT"
"1033",-73.780342,4.574886,NA,"PRESENT"
"1034",-73.771591,4.510364,NA,"PRESENT"
"1035",-73.750997,4.500606,NA,"PRESENT"
"1036",-73.755964,4.48409,NA,"PRESENT"
"1037",-73.809471,4.565103,NA,"PRESENT"
"1038",-73.786269,4.463772,NA,"PRESENT"
"1039",-73.782466,4.577078,NA,"PRESENT"
"1040",-73.78564,4.494921,NA,"PRESENT"
"1041",-73.75571,4.452424,NA,"PRESENT"
"1042",-73.739889,4.503309,NA,"PRESENT"
"1043",-73.753241,4.457838,NA,"PRESENT"
"1044",-73.775226,4.556887,NA,"PRESENT"
"1045",-73.764358,4.519216,NA,"PRESENT"
"1046",-73.790239,4.46614,NA,"PRESENT"
"1047",-73.761982,4.522287,NA,"PRESENT"
"1048",-73.754927,4.521488,NA,"PRESENT"
"1049",-73.759353,4.488645,NA,"PRESENT"
"1050",-73.749544,4.506899,NA,"PRESENT"
"1051",-73.75769,4.486065,NA,"PRESENT"
"1052",-73.786723,4.472239,NA,"PRESENT"
"1053",-73.793215,4.557415,NA,"PRESENT"
"1054",-73.782183,4.4766,NA,"PRESENT"
"1055",-73.785683,4.577156,NA,"PRESENT"
"1056",-73.783345,4.48789,NA,"PRESENT"
"1057",-73.755421,4.453374,NA,"PRESENT"
"1058",-73.735373,4.49858,NA,"PRESENT"
"1059",-73.754654,4.459251,NA,"PRESENT"
"1060",-73.775308,4.556489,NA,"PRESENT"
"1061",-73.765154,4.517245,NA,"PRESENT"
"1062",-73.789852,4.465533,NA,"PRESENT"
"1063",-73.765687,4.527413,NA,"PRESENT"
"1064",-73.744815,4.510599,NA,"PRESENT"
"1065",-73.757135,4.4576,NA,"PRESENT"
"1066",-73.767528,3.686262,NA,"PRESENT"
"1067",-73.523626,4.393391,NA,"PRESENT"
"1068",-73.761478,4.484814,NA,"PRESENT"
"1069",-73.746457,4.525435,NA,"PRESENT"
"1070",-73.786835,4.464515,NA,"PRESENT"
"1071",-73.781422,4.575738,NA,"PRESENT"
"1072",-73.78441,4.465099,NA,"PRESENT"
"1073",-73.75685,4.449722,NA,"PRESENT"
"1074",-73.781394,4.479728,NA,"PRESENT"
"1075",-73.75239,4.454653,NA,"PRESENT"
"1076",-73.776185,4.586492,NA,"PRESENT"
"1077",-73.755615,4.503572,NA,"PRESENT"
"1078",-73.79196,4.471958,NA,"PRESENT"
"1079",-73.761005,4.518912,NA,"PRESENT"
"1080",-73.755098,4.521235,NA,"PRESENT"
"1081",-73.791757,4.474481,NA,"PRESENT"
"1082",-73.751845,4.51034,NA,"PRESENT"
"1083",-73.758482,4.486708,NA,"PRESENT"
"1084",-73.785954,4.46881,NA,"PRESENT"
"1085",-73.786688,4.553099,NA,"PRESENT"
"1086",-73.774672,4.478758,NA,"PRESENT"
"1087",-73.786886,4.612197,NA,"PRESENT"
"1088",-73.733772,4.502295,NA,"PRESENT"
"1089",-73.755427,4.454613,NA,"PRESENT"
"1090",-73.759819,4.501128,NA,"PRESENT"
"1091",-73.74905,4.484648,NA,"PRESENT"
"1092",-73.774886,4.555792,NA,"PRESENT"
"1093",-73.767325,4.517738,NA,"PRESENT"
"1094",-73.788736,4.465178,NA,"PRESENT"
"1095",-73.778443,4.573463,NA,"PRESENT"
"1096",-73.770062,4.508616,NA,"PRESENT"
"1097",-73.758125,4.458262,NA,"PRESENT"
