"","x","y","Presence","dem","temp_mean_annual","temp_mean_diurnal","prec_annual","canopy_height","pop_dens","aspect","slope","water_bodies"
"487",-1939500,3632500,1,666,23.0914554595947,6.80000019073486,4236.1376953125,32,18.5793170928955,81.4912948608398,0.919614195823669,0
"488",-2139500,3628500,1,234,23.7489986419678,4.55497598648071,6553.5,29,6.86521148681641,242.663330078125,3.7998468875885,0.198399990797043
"489",-1958500,3612500,1,844,22.315502166748,6.80000019073486,3014.32470703125,37,46.7014389038086,122.543258666992,4.35849761962891,1.51999998092651
"490",-1962500,3611500,1,728,22.6259517669678,6.80000019073486,2591.82470703125,30,46.7014389038086,97.0313339233398,3.79739022254944,1.43840003013611
"491",-1687500,3610500,1,206,24.8500003814697,6.69999980926514,3216.7880859375,32,1.32564318180084,210.379119873047,0.240751668810844,0.873600006103516
"492",-1689500,3609500,1,201,24.8511238098145,6.69999980926514,3219.56127929688,33,1.32564306259155,199.653823852539,0.212939769029617,0.976000010967255
"493",-1258500,3609500,1,159,24.82861328125,6.69999980926514,3254.71704101562,23,0.789797365665436,335.556030273438,0.17307636141777,2.03999996185303
"494",-1685500,3608500,1,207,24.8500003814697,6.69999980926514,3195.08471679688,32,1.32564318180084,167.47119140625,0.132060006260872,0.69760000705719
"495",-1867500,3606500,1,256,24.8624267578125,6.80000019073486,4376.62548828125,31,32.7119789123535,56.8886566162109,0.1966602653265,1.06719994544983
"496",-1674500,3603500,1,215,24.75,6.69999980926514,3307.302734375,31,1.32564306259155,116.565048217773,0.160146161913872,0.54559999704361
"497",-1674500,3601500,1,216,24.7614250183105,6.65249109268188,3280.82495117188,31,1.32564318180084,276.340179443359,0.0648543909192085,0.502399981021881
"498",-2026500,3600500,1,3669,6.98569345474243,7.19999980926514,1378.38745117188,16,20.9285888671875,323.7001953125,5.73923826217651,0
"499",-2015500,3588500,1,2711,11.8104000091553,7.19999980926514,1907.11547851562,28,6.67492866516113,196.969421386719,4.06662654876709,0.537599980831146
"500",-2201500,3584500,1,238,24.260570526123,5.90000009536743,2567.5791015625,34,3.60503673553467,310.364532470703,1.87925827503204,0
"501",-2201500,3583500,1,206,24.123291015625,5.90000009536743,2627.40380859375,35,3.60503649711609,288.588958740234,1.68454253673553,0
"502",-2197500,3583500,1,240,24.0177974700928,5.84627437591553,2867.06494140625,37,3.60503673553467,354.620300292969,1.60376691818237,0.0319999977946281
"503",-2201500,3582500,1,231,23.9945068359375,5.90000009536743,2701.56616210938,37,3.60503673553467,320.249176025391,2.87603569030762,0
"504",-2200500,3582500,1,271,23.9098625183105,5.90000009536743,2772.26831054688,34,3.60503673553467,352.918792724609,2.32260775566101,0
"505",-2198500,3582500,1,250,23.9123039245605,5.87304353713989,2903.88891601562,36,3.60503673553467,345.677276611328,2.08354735374451,0
"506",-2200500,3581500,1,319,23.6833744049072,5.90000009536743,2883.02612304688,34,3.60503673553467,356.434265136719,2.41683173179626,0
"507",-2199500,3581500,1,282,23.7405757904053,5.87839794158936,2945.85498046875,34,3.60503649711609,13.117992401123,2.49139165878296,0
"508",-2198500,3581500,1,292,23.6900882720947,5.81630516052246,3025.30810546875,34,3.60503649711609,355.901702880859,2.30364489555359,0
"509",-2199500,3580500,1,337,23.5028324127197,5.84487056732178,3068.44775390625,32,3.60503649711609,355.426086425781,1.79562544822693,0
"510",-2198500,3580500,1,335,23.4233150482178,5.80003023147583,3143.17724609375,35,3.60503673553467,357.455200195312,2.5791118144989,0
"511",-2196500,3580500,1,395,23.3240242004395,5.79584789276123,3248.82861328125,36,3.60503673553467,227.752487182617,1.05446767807007,0.0639999955892563
"512",-2200500,3579500,1,328,23.5828609466553,5.8961877822876,3074.67602539062,38,3.60503697395325,294.145538330078,0.455212503671646,0
"513",-2199500,3579500,1,357,23.3720455169678,5.81035757064819,3163.22827148438,35,3.60503697395325,307.673583984375,1.4293737411499,0
"514",-2198500,3579500,1,383,23.3406734466553,5.80000019073486,3216.62133789062,34,3.60503697395325,106.225273132324,1.4094785451889,0
"515",-2197500,3579500,1,396,23.3913822174072,5.80000019073486,3238.080078125,36,3.60503673553467,151.31965637207,4.6754732131958,0.0319999977946281
"516",-2196500,3579500,1,309,23.4898929595947,5.79478597640991,3240.421875,33,3.60503673553467,169.354339599609,6.75312328338623,0.0639999955892563
"517",-2197500,3578500,1,143,23.9632320404053,5.80000019073486,3155.95727539062,25,3.60503649711609,143.587936401367,7.48601531982422,0.0319999977946281
"518",-1669500,3578500,1,204,24.9500007629395,6.09999990463257,3261.24658203125,31,1.32564318180084,203.198593139648,0.109087780117989,0.286400020122528
"519",-1668500,3576500,1,208,24.9269046783447,6.09999990463257,3255.46044921875,33,1.32564306259155,252.897277832031,0.19482596218586,0.200000002980232
"520",-2076500,3571500,1,1873,16.875804901123,8.54306983947754,814.464477539062,8,408.865081787109,270.531188964844,5.39155101776123,1.11199998855591
"521",-2039500,3568500,1,3598,7.64455556869507,7.90000009536743,1236.501953125,23,2.87330150604248,93.5423583984375,6.00548362731934,0
